patchsize,fasttresh,scalefactor,n_levels,track_error,features,total_matches,inliers,blur,flow,contrast,average intensity,percentage white pixels,percentage black pixels
48,5,1.2,8,0,1904,1904,1041,207.01776984765323,0.06632138,0.07,81.18534143518518,0.013888888888888888,0.0
48,5,1.2,8,0,1902,1902,902,220.2688303095311,0.08222761,0.08,81.00807002314815,0.013599537037037037,0.0
48,5,1.2,8,0,1903,1903,1287,199.79118101851856,0.046907373,0.08,81.1682494212963,0.01273148148148148,0.0
48,5,1.2,8,0,1894,1894,1273,199.71235624517746,0.047738872,0.08,81.16248842592593,0.01273148148148148,0.0
48,5,1.2,8,0,1899,1899,1043,201.2443574759945,0.066420935,0.08,81.1737962962963,0.01273148148148148,0.0
48,5,1.2,8,0,1908,1908,985,214.55867776166914,0.07491458,0.07,81.02862847222222,0.01273148148148148,0.0
48,5,1.2,8,0,1905,1905,1275,198.46036826532728,0.05118672,0.08,81.19167534722222,0.013020833333333334,0.0
48,5,1.2,8,0,1902,1902,1265,196.90008037497853,0.046889413,0.08,81.14994791666666,0.01273148148148148,0.0
48,5,1.2,8,0,1914,1914,1036,197.97191741294495,0.06500685,0.08,81.17087962962962,0.013020833333333334,0.0
48,5,1.2,8,0,1902,1902,1007,210.17069813096785,0.070363246,0.08,81.036953125,0.013020833333333334,0.0
48,5,1.2,8,0,1910,1910,1315,196.87765632381158,0.049759023,0.08,81.19511284722222,0.012152777777777778,0.0
48,5,1.2,8,0,1905,1905,1257,196.2660966976966,0.044902585,0.08,81.16115162037038,0.013020833333333334,0.0
48,5,1.2,8,0,1898,1898,1034,196.75777729552473,0.06694733,0.08,81.17147280092593,0.01273148148148148,0.0
48,5,1.2,8,0,1899,1899,1025,207.382437188009,0.07285439,0.08,81.04221932870371,0.01244212962962963,0.0
48,5,1.2,8,0,1909,1909,1444,195.88001286959337,0.04338114,0.08,81.17554398148148,0.013599537037037037,0.0
48,5,1.2,8,0,1910,1910,1246,195.6303291365258,0.04503276,0.08,81.17154224537038,0.013599537037037037,0.0
48,5,1.2,8,0,1908,1908,1012,196.3116440751106,0.06667607,0.08,81.18706018518519,0.013599537037037037,0.0
48,5,1.2,8,0,1914,1914,969,206.94463348494165,0.06867701,0.08,81.03774305555555,0.013599537037037037,0.0
48,5,1.2,8,0,1899,1899,1422,196.74760863814907,0.043501988,0.08,81.18890046296296,0.013599537037037037,0.0
48,5,1.2,8,0,1905,1905,1238,196.6841875855999,0.042715747,0.08,81.17146701388889,0.013599537037037037,0.0
48,5,1.2,8,0,1897,1897,1001,196.14856013989862,0.064455815,0.08,81.17909722222223,0.013599537037037037,0.0
48,5,1.2,8,0,1903,1903,1010,206.3151634998379,0.06479785,0.08,81.05414351851852,0.015046296296296297,0.0
48,5,1.2,8,0,1915,1915,1237,196.1134294837481,0.044592936,0.08,81.1878443287037,0.014467592592592591,0.0
48,5,1.2,8,0,1911,1911,1287,196.6614065192244,0.045363065,0.08,81.16575231481481,0.014467592592592591,0.0
48,5,1.2,8,0,1917,1917,1025,196.23116422183608,0.06263409,0.08,81.18815393518518,0.014756944444444444,0.0
48,5,1.2,8,0,1918,1918,1090,205.59631351473246,0.06410172,0.07,81.06044270833333,0.013888888888888888,0.0
48,5,1.2,8,0,1904,1904,1210,195.99695151225689,0.044148322,0.08,81.20006365740741,0.014756944444444444,0.0
48,5,1.2,8,0,1909,1909,1253,195.88459922839507,0.045128256,0.08,81.17933449074074,0.014756944444444444,0.0
48,5,1.2,8,0,1910,1910,1086,196.0051034420814,0.06402754,0.08,81.20423032407408,0.014756944444444444,0.0
48,5,1.2,8,0,1904,1904,1088,203.87933287417982,0.067331836,0.08,81.07132523148148,0.014178240740740741,0.0
48,5,1.2,8,0,1915,1915,1261,195.0617277192292,0.049440473,0.08,81.20486111111111,0.014178240740740741,0.0
48,5,1.2,8,0,1918,1918,1270,195.43411045953363,0.04690956,0.08,81.17168402777777,0.014467592592592591,0.0
48,5,1.2,8,0,1908,1908,1078,194.96970305801202,0.060746703,0.08,81.19734375,0.014178240740740741,0.0
48,5,1.2,8,0,1912,1912,1016,202.17704308187015,0.06393434,0.07,81.07883680555555,0.014467592592592591,0.0
48,5,1.2,8,0,1905,1905,1285,195.1087548998839,0.04581444,0.08,81.20441550925926,0.014756944444444444,0.0
48,5,1.2,8,0,1912,1912,1312,194.84594330806027,0.04557906,0.08,81.1914988425926,0.014756944444444444,0.0
48,5,1.2,8,0,1912,1912,1083,194.4097213708362,0.06189615,0.08,81.20628182870371,0.014756944444444444,0.0
48,5,1.2,8,0,1912,1912,1056,201.41265038150738,0.0647907,0.08,81.08997974537037,0.014467592592592591,0.0
48,5,1.2,8,0,1909,1909,1281,194.42957047424736,0.045123138,0.08,81.20815104166667,0.014756944444444444,0.0
48,5,1.2,8,0,1911,1911,1260,194.36388533950614,0.043720108,0.08,81.182578125,0.014756944444444444,0.0
48,5,1.2,8,0,1913,1913,1078,193.57706030808433,0.060008913,0.08,81.20990740740741,0.014756944444444444,0.0
48,5,1.2,8,0,1907,1907,1121,199.2401107611762,0.060263015,0.07,81.08663194444445,0.014467592592592591,0.0
48,5,1.2,8,0,1900,1900,1299,194.068926676357,0.0483043,0.07,81.21149305555555,0.014467592592592591,0.0
48,5,1.2,8,0,1905,1905,1327,194.3643026768981,0.04513589,0.07,81.17866030092593,0.014467592592592591,0.0
