12,1656064717295113728,0,1647,163,160
13,1656064717400565248,0,1645,158,157
14,1656064717494703616,0,1637,157,156
15,1656064717600241408,0,1643,158,157
16,1656064717694781184,0,1648,155,155
17,1656064717795584512,0,1654,158,158
18,1656064717896238336,0,1654,158,158
19,1656064717995571968,0,1644,157,157
20,1656064718095236864,0,1653,159,159
21,1656064718199981568,0,1649,159,159
22,1656064718295174144,0,1657,158,158
23,1656064718398666240,0,1642,158,158
24,1656064718494740736,0,1652,158,158
25,1656064718595539968,0,1644,157,157
26,1656064718695326464,0,1643,157,157
27,1656064718795345664,0,1646,157,157
28,1656064718894846208,0,1644,156,156
29,1656064718998785536,0,1648,154,154
30,1656064719095063808,0,1639,154,154
31,1656064719195328768,0,1638,156,155
32,1656064719295372544,0,1645,154,154
33,1656064719395686912,0,1633,152,152
34,1656064719497887232,0,1642,154,154
35,1656064719595316736,0,1643,154,154
36,1656064719696608256,0,1652,151,151
37,1656064719798452992,0,1646,155,155
38,1656064719895035648,0,1647,154,154
39,1656064719995606272,0,1647,152,152
40,1656064720094834432,0,1643,155,155
41,1656064720195505408,0,1648,153,153
42,1656064720296183552,0,1653,155,155
43,1656064720395165184,0,1652,157,157
44,1656064720496815360,0,1648,154,154
45,1656064720594824192,0,1640,154,154
46,1656064720695479808,0,1633,152,152
47,1656064720797925120,0,1643,154,154
48,1656064720895293184,0,1647,141,141
49,1656064720998119680,0,1648,138,137
50,1656064721095181568,0,1628,198,198
51,1656064721195224320,0,1653,205,204
52,1656064721295565312,0,1677,191,190
53,1656064721397995008,0,1670,190,186
54,1656064721495192576,0,1637,175,169
55,1656064721597870080,0,1655,179,174
56,1656064721695297024,0,1636,189,182
57,1656064721795331840,0,1690,191,184
58,1656064721899920128,0,1683,198,194
59,1656064721995155200,0,1785,180,165
60,1656064722100057856,0,1796,303,292
61,1656064722195125248,0,1766,405,386
62,1656064722301729280,0,1842,442,419
63,1656064722395044352,0,1833,427,411
64,1656064722500762112,0,1887,297,275
65,1656064722599139328,0,1871,461,432
66,1656064722695175168,0,1888,428,396
67,1656064722797776128,0,1845,484,460
68,1656064722895339008,0,1874,460,431
69,1656064722994839552,0,1895,341,326
70,1656064723095144704,0,1937,466,448
71,1656064723194778112,0,1884,467,445
72,1656064723295846912,0,1945,348,314
73,1656064723395110912,0,1941,440,414
74,1656064723497308928,0,1951,421,386
75,1656064723597935872,0,1903,326,287
76,1656064723695223296,0,1927,346,307
77,1656064723794877184,0,1918,359,323
78,1656064723895242240,0,1879,326,290
79,1656064723995201792,0,1921,300,255
80,1656064724095954432,0,1915,480,440
81,1656064724198082560,0,1920,453,405
82,1656064724295235840,0,1889,399,366
83,1656064724394894592,0,1888,382,352
84,1656064724500349952,0,1907,371,335
85,1656064724594865664,0,1935,370,332
86,1656064724700169216,0,1928,314,283
87,1656064724795089408,0,1908,282,253
88,1656064724895247360,0,1928,416,382
89,1656064724994911744,0,1924,389,350
90,1656064725096706048,0,1932,360,326
91,1656064725194991360,0,1927,321,283
92,1656064725295326464,0,1932,333,298
93,1656064725395635968,0,1896,312,267
94,1656064725500322816,0,1926,295,255
95,1656064725595707904,0,1912,302,259
96,1656064725695454720,0,1915,278,240
97,1656064725795463680,0,1911,270,240
98,1656064725900114432,0,1888,265,229
99,1656064725995264000,0,1887,255,227
100,1656064726100246528,0,1898,391,363
101,1656064726195042304,0,1906,376,357
102,1656064726295436544,0,1949,395,370
103,1656064726397885440,0,1902,366,339
104,1656064726495360000,0,1953,348,318
105,1656064726594895616,0,1953,345,320
106,1656064726700104448,0,1925,323,292
107,1656064726794908672,0,1947,320,294
108,1656064726895233280,0,1910,324,291
109,1656064726998090496,0,1900,314,278
110,1656064727097232896,0,1894,299,262
111,1656064727198300160,0,1898,300,268
112,1656064727299265024,0,1938,301,273
113,1656064727394912000,0,1883,294,272
114,1656064727495793408,0,1903,297,268
115,1656064727598125568,0,1921,279,246
116,1656064727695239424,0,1883,283,250
117,1656064727795121152,0,1881,283,251
118,1656064727895569408,0,1890,270,242
119,1656064727994841088,0,1921,275,249
120,1656064728100307712,0,1888,250,227
121,1656064728194782464,0,1884,257,229
122,1656064728302143744,0,1864,256,223
123,1656064728395142144,0,1943,256,233
124,1656064728500888320,0,1951,244,216
125,1656064728594932736,0,1896,356,335
126,1656064728700922880,0,1880,414,391
127,1656064728795574016,0,1889,428,412
128,1656064728895213568,0,1941,414,398
129,1656064728994871808,0,1871,410,396
130,1656064729095379200,0,1869,411,390
131,1656064729194782464,0,1900,419,402
132,1656064729298152704,0,1896,415,393
133,1656064729395094272,0,1851,411,390
134,1656064729500033024,0,1870,416,395
135,1656064729594765824,0,1868,414,391
136,1656064729701522944,0,1852,416,391
137,1656064729794875648,0,1850,422,396
138,1656064729895401216,0,1850,429,400
139,1656064729994787328,0,1849,415,387
140,1656064730100077568,0,1874,419,392
141,1656064730195076096,0,1871,408,386
142,1656064730295643904,0,1873,420,394
143,1656064730395066880,0,1873,419,393
144,1656064730498511872,0,1854,414,388
145,1656064730595017216,0,1870,420,397
146,1656064730697418496,0,1869,416,392
147,1656064730795144192,0,1871,425,400
148,1656064730899608576,0,1871,416,392
149,1656064730997244928,0,1893,427,403
150,1656064731095238400,0,1873,423,402
151,1656064731195728128,0,1873,420,396
152,1656064731295548160,0,1874,409,386
153,1656064731394917376,0,1877,428,404
154,1656064731495534336,0,1879,435,411
155,1656064731598085120,0,1875,429,405
156,1656064731695472128,0,1873,414,394
157,1656064731796200704,0,1877,417,396
158,1656064731895496960,0,1880,421,397
159,1656064731995031296,0,1882,421,398
