160,1656064732101453312,0,1877,276,246
161,1656064732195073280,0,1872,284,242
162,1656064732300013312,0,1897,284,246
163,1656064732394960640,0,1878,284,243
164,1656064732495515648,0,1851,278,241
165,1656064732594782976,0,1891,276,239
166,1656064732701319936,0,1873,273,240
167,1656064732795111424,0,1868,275,239
168,1656064732895209472,0,1872,279,249
169,1656064732998783488,0,1874,285,254
170,1656064733095240704,0,1889,282,250
171,1656064733195106304,0,1867,284,251
172,1656064733295258624,0,1872,275,245
173,1656064733395008000,0,1899,275,237
174,1656064733495548928,0,1896,279,241
175,1656064733594848512,0,1891,274,236
176,1656064733695479808,0,1891,269,235
177,1656064733795030272,0,1907,266,242
178,1656064733895579648,0,1892,265,238
179,1656064733998401792,0,1891,266,235
180,1656064734095358976,0,1908,258,218
181,1656064734194786048,0,1899,264,232
182,1656064734295356160,0,1894,262,227
183,1656064734395170816,0,1897,263,227
184,1656064734495581952,0,1899,258,226
185,1656064734598156544,0,1905,252,225
186,1656064734695552000,0,1904,258,227
187,1656064734794970112,0,1905,256,224
188,1656064734895263488,0,1939,261,231
189,1656064734999283968,0,1902,258,227
190,1656064735095424512,0,1905,260,229
191,1656064735195198208,0,1909,261,235
192,1656064735295772160,0,1926,257,229
193,1656064735394840320,0,1893,258,228
194,1656064735495222784,0,1900,251,220
195,1656064735594936064,0,1910,261,224
196,1656064735697447168,0,1884,252,221
197,1656064735794814976,0,1923,257,228
198,1656064735895469824,0,1908,254,225
199,1656064735994839552,0,1906,256,230
200,1656064736100055040,0,1881,255,226
201,1656064736196176640,0,1880,258,227
202,1656064736295534848,0,1875,250,220
203,1656064736398485504,0,1883,253,218
204,1656064736495873536,0,1879,254,217
205,1656064736594745856,0,1870,262,230
206,1656064736695714304,0,1872,267,226
207,1656064736796928768,0,1861,251,217
208,1656064736895523584,0,1877,259,229
209,1656064736997251840,0,1884,261,224
210,1656064737095268608,0,1883,258,219
211,1656064737196822528,0,1872,261,225
212,1656064737295508992,0,1895,255,220
213,1656064737397895936,0,1869,268,230
214,1656064737495507968,0,1868,264,223
215,1656064737594827264,0,1854,273,232
216,1656064737699881472,0,1877,259,225
217,1656064737794829056,0,1852,241,215
218,1656064737895236096,0,1848,248,221
219,1656064737996141312,0,1865,251,220
220,1656064738095462144,0,1884,239,211
221,1656064738197955072,0,1886,253,224
222,1656064738295366400,0,1886,253,225
223,1656064738394893056,0,1886,249,224
224,1656064738495321600,0,1882,248,221
225,1656064738594935552,0,1883,253,228
226,1656064738695222016,0,1896,254,228
227,1656064738798187776,0,1881,249,224
228,1656064738895666688,0,1868,243,217
229,1656064738997901312,0,1877,246,220
230,1656064739095660288,0,1874,243,218
231,1656064739194845952,0,1878,247,221
232,1656064739295666944,0,1873,256,226
233,1656064739394782208,0,1888,257,229
234,1656064739495437568,0,1864,249,218
235,1656064739594883328,0,1861,243,215
236,1656064739695559424,0,1862,246,219
237,1656064739797726720,0,1863,239,209
238,1656064739897023488,0,1898,246,221
239,1656064739994919424,0,1897,248,221
240,1656064740098967040,0,1892,247,220
241,1656064740197050112,0,1896,236,207
242,1656064740295098880,0,1892,243,219
243,1656064740394913536,0,1899,245,222
244,1656064740495246336,0,1896,240,212
245,1656064740598144000,0,1893,239,210
246,1656064740694798592,0,1888,238,207
247,1656064740795430144,0,1893,242,215
248,1656064740897473536,0,1898,235,209
249,1656064740995591168,0,1895,235,210
250,1656064741096104448,0,1905,233,210
251,1656064741195856640,0,1901,232,207
252,1656064741294888448,0,1904,231,206
253,1656064741395164160,0,1906,233,207
254,1656064741494831360,0,1892,228,202
255,1656064741595182848,0,1897,224,200
256,1656064741697841408,0,1894,228,202
257,1656064741795393536,0,1893,236,211
258,1656064741897908992,0,1906,240,218
259,1656064741995577344,0,1895,239,214
260,1656064742094830592,0,1895,239,212
261,1656064742195201792,0,1898,239,212
262,1656064742294789888,0,1904,229,207
263,1656064742395181824,0,1900,236,206
264,1656064742495164160,0,1912,239,208
265,1656064742595589376,0,1900,243,215
266,1656064742696199680,0,1898,230,205
267,1656064742797301760,0,1906,228,205
268,1656064742895000832,0,1907,236,211
269,1656064742999978496,0,1907,234,208
270,1656064743096696320,0,1905,229,210
271,1656064743195195392,0,1906,231,210
272,1656064743297875456,0,1907,233,211
273,1656064743395346432,0,1906,232,210
274,1656064743497971200,0,1901,235,213
275,1656064743595437312,0,1906,240,211
276,1656064743697993216,0,1894,237,212
277,1656064743795532544,0,1898,233,211
278,1656064743894990080,0,1888,247,223
279,1656064744000182272,0,1883,229,209
280,1656064744097417216,0,1877,242,215
281,1656064744195164928,0,1877,254,223
282,1656064744298774272,0,1861,219,181
283,1656064744395427584,0,1898,308,291
284,1656064744498863104,0,1952,301,270
285,1656064744595621888,0,1907,280,239
286,1656064744698662144,0,1853,238,186
287,1656064744795358976,0,1850,185,134
288,1656064744895088896,0,1861,229,189
289,1656064744995253504,0,1887,189,162
290,1656064745097901312,0,1863,191,146
291,1656064745195542528,0,1827,146,117
292,1656064745294842368,0,1815,191,165
293,1656064745399833344,0,1794,147,123
294,1656064745494874368,0,1837,141,115
295,1656064745600014080,0,1834,121,94
296,1656064745694819328,0,1811,163,141
297,1656064745799920640,0,1832,146,127
298,1656064745894910976,0,1803,118,97
299,1656064745999974400,0,1832,111,92
300,1656064746095158272,0,1777,98,76
301,1656064746195487232,0,1818,124,116
302,1656064746294782720,0,1784,113,97
303,1656064746395138048,0,1721,90,83
304,1656064746495774464,0,1671,73,67
305,1656064746600425472,0,1678,60,53
306,1656064746696172800,0,1671,102,95
307,1656064746795223552,0,1472,85,77
308,1656064746894827008,0,1356,59,51
309,1656064747001589248,0,1396,59,47
310,1656064747096561664,0,1313,86,78
311,1656064747194757888,0,1276,87,74
312,1656064747295467264,0,1393,73,59
313,1656064747395181568,0,1325,54,44
314,1656064747496661248,0,1261,73,64
315,1656064747594789376,0,1243,69,64
316,1656064747694727424,0,1411,78,63
317,1656064747795132928,0,1359,58,48
318,1656064747895798784,0,1315,48,36
319,1656064747995010560,0,1333,85,76
320,1656064748097984512,0,1337,61,52
321,1656064748198254080,0,1340,96,87
322,1656064748295497216,0,1304,68,53
323,1656064748399113216,0,1399,97,87
324,1656064748495532288,0,1397,75,67
325,1656064748597096448,0,1352,59,50
326,1656064748695259648,0,1330,99,95
327,1656064748795106304,0,1418,105,96
328,1656064748895558144,0,1326,87,76
329,1656064748995104768,0,1511,79,66
330,1656064749097408256,0,1458,67,59
331,1656064749194922752,0,1509,62,56
332,1656064749300543744,0,1503,69,54
333,1656064749394770944,0,1463,63,48
334,1656064749496802560,0,1454,75,69
335,1656064749595064832,0,1431,71,64
336,1656064749695257344,0,1429,67,63
337,1656064749795117824,0,1316,45,41
338,1656064749899086592,0,1304,55,53
339,1656064749995067904,0,1186,48,47
340,1656064750095403264,0,1335,38,36
341,1656064750194968576,0,1291,47,46
342,1656064750297681664,0,1248,38,36
343,1656064750395015424,0,1229,32,32
344,1656064750499636736,0,1321,35,34
345,1656064750597009920,0,1257,29,25
378,1656064753896073216,1,1360,44,36
379,1656064753996009472,1,1414,26,21
