12,1656064717295113728,0,1647,161,158
13,1656064717400565248,0,1645,156,155
14,1656064717494703616,0,1637,156,155
15,1656064717600241408,0,1643,158,157
16,1656064717694781184,0,1648,154,154
17,1656064717795584512,0,1654,156,156
18,1656064717896238336,0,1654,158,158
19,1656064717995571968,0,1644,156,156
20,1656064718095236864,0,1653,158,158
21,1656064718199981568,0,1649,156,156
22,1656064718295174144,0,1657,156,156
23,1656064718398666240,0,1642,156,156
24,1656064718494740736,0,1652,158,158
25,1656064718595539968,0,1644,155,155
26,1656064718695326464,0,1643,152,152
27,1656064718795345664,0,1646,156,156
28,1656064718894846208,0,1644,154,154
29,1656064718998785536,0,1648,154,154
30,1656064719095063808,0,1639,154,154
31,1656064719195328768,0,1638,156,155
32,1656064719295372544,0,1645,156,156
33,1656064719395686912,0,1633,152,152
34,1656064719497887232,0,1642,154,154
35,1656064719595316736,0,1643,153,153
36,1656064719696608256,0,1652,151,151
37,1656064719798452992,0,1646,156,156
38,1656064719895035648,0,1647,154,154
39,1656064719995606272,0,1647,154,154
40,1656064720094834432,0,1643,155,155
41,1656064720195505408,0,1648,152,152
42,1656064720296183552,0,1653,156,156
43,1656064720395165184,0,1652,157,157
44,1656064720496815360,0,1648,153,153
45,1656064720594824192,0,1640,154,154
46,1656064720695479808,0,1633,148,148
47,1656064720797925120,0,1643,154,154
48,1656064720895293184,0,1647,141,140
49,1656064720998119680,0,1648,137,136
50,1656064721095181568,0,1628,145,144
51,1656064721195224320,0,1653,140,138
52,1656064721295565312,0,1677,135,134
53,1656064721397995008,0,1670,201,199
54,1656064721495192576,0,1637,184,174
55,1656064721597870080,0,1655,173,169
56,1656064721695297024,0,1636,175,172
57,1656064721795331840,0,1690,173,165
58,1656064721899920128,0,1683,184,174
59,1656064721995155200,0,1785,177,164
60,1656064722100057856,0,1796,211,201
61,1656064722195125248,0,1766,239,225
62,1656064722301729280,0,1842,288,274
63,1656064722395044352,0,1833,285,265
64,1656064722500762112,0,1887,285,275
65,1656064722599139328,0,1871,287,260
66,1656064722695175168,0,1888,271,248
67,1656064722797776128,0,1845,278,264
68,1656064722895339008,0,1874,293,270
69,1656064722994839552,0,1895,323,308
70,1656064723095144704,0,1937,322,308
71,1656064723194778112,0,1884,276,254
72,1656064723295846912,0,1945,326,307
73,1656064723395110912,0,1941,303,285
74,1656064723497308928,0,1951,277,258
75,1656064723597935872,0,1903,348,318
76,1656064723695223296,0,1927,299,269
77,1656064723794877184,0,1918,290,247
78,1656064723895242240,0,1879,293,261
79,1656064723995201792,0,1921,277,244
80,1656064724095954432,0,1915,272,236
81,1656064724198082560,0,1920,314,284
82,1656064724295235840,0,1889,295,249
83,1656064724394894592,0,1888,291,252
