patchsize,fasttresh,scalefactor,n_levels,track_error,features,total_matches,inliers,blur,flow,contrast,average intensity,percentage white pixels,percentage black pixels
48,5,1.2,8,0,1868,1868,459,320.24774150384064,8.849127,0.38,88.9480181649839,14.634716282350865,0.0
48,5,1.2,8,0,1850,1850,533,305.42881184176116,6.2812457,0.38,87.85046735152771,14.366650500418853,0.0
48,5,1.2,8,0,1855,1855,510,298.46910734338746,5.1954975,0.38,86.28737048631012,14.311538291962437,0.0
48,5,1.2,8,0,1853,1853,531,290.92114792682725,4.9347296,0.38,84.4769278250518,14.762576605969754,0.0
48,5,1.2,8,0,1847,1847,472,294.3375196683641,5.359018,0.37,82.65932498567082,15.418411886601119,0.0
48,5,1.2,8,0,1854,1854,443,299.97067798821126,7.2048535,0.36,80.89966932674926,15.726819805123233,0.0
48,5,1.2,8,0,1851,1851,394,331.60203287265335,9.266713,0.35,79.515823817292,15.508355010801994,0.00022044883382566903
48,5,1.2,8,0,1857,1857,307,370.75929170403,11.648695,0.34,78.20166659318372,14.129668004056258,0.0
48,5,1.2,8,0,1856,1856,319,404.81849329345886,12.819401,0.33,77.51090119483268,12.563819937392532,0.0
48,5,1.2,8,0,1852,1852,247,444.56626665738514,13.580343,0.31,77.2388210396367,11.077994797407522,0.0
48,5,1.2,8,0,1849,1849,298,469.5330133471308,13.817685,0.3,77.04648384110048,9.727966139059124,0.0
48,5,1.2,8,0,1879,1879,322,469.34527448320887,13.169739,0.29,76.24018782240643,8.502050174154578,0.0
48,5,1.2,8,0,1910,1910,285,506.379227651922,13.148132,0.28,77.82536263833164,7.358582073100833,0.0
48,5,1.2,8,0,1917,1917,283,516.6550395570313,11.626356,0.27,77.44985891274635,6.0070102729156565,0.0
48,5,1.2,8,0,1921,1921,271,554.3390184789034,11.706607,0.27,78.72370486310128,5.164013932366298,0.0
48,5,1.2,8,0,1921,1921,267,577.6437991493378,12.815549,0.26,80.6563445174375,4.65742251223491,0.0
48,5,1.2,8,0,1928,1928,223,593.2555482344732,12.228949,0.26,83.07455800008817,4.103875490498655,0.0
48,5,1.2,8,0,1925,1925,199,629.973036900564,12.767898,0.25,82.44778448922006,3.447378863365813,0.0
48,5,1.2,8,0,1934,1934,200,643.9942793159786,13.883247,0.25,83.10719104095939,2.9947974075217143,0.0
48,5,1.2,8,0,1936,1936,162,659.7300435433536,13.243542,0.25,83.61817821083727,3.1019355407609894,0.0
48,5,1.2,8,0,1941,1941,198,699.7317787560268,15.125602,0.26,91.0020457651779,3.8862924915127195,0.0
48,5,1.2,8,0,1923,1923,240,660.2951390905738,12.714233,0.24,78.73900842114546,2.682641858824567,0.0
48,5,1.2,8,0,1931,1931,234,679.3752579656126,12.153007,0.24,80.68564878091794,2.9013271019796303,0.0
48,5,1.2,8,0,1930,1930,250,688.3811381149928,13.3551655,0.24,81.06358185265199,3.198051232308981,0.0
48,5,1.2,8,0,1942,1942,261,734.1792520864947,13.60592,0.25,86.52369163617125,3.926855076936643,0.0
48,5,1.2,8,0,1940,1940,211,737.6939219958375,13.675219,0.24,83.0863321723028,3.574357391649398,0.0
48,5,1.2,8,0,1935,1935,185,736.3112912799237,15.23162,0.23,66.4419955028438,2.9000044089766766,0.15585732551474804
48,5,1.2,8,0,1935,1935,245,813.0688010476563,15.900465,0.25,78.40242273268375,4.091750804638243,0.003306732507385036
48,5,1.2,8,0,1947,1947,240,892.5468202272768,17.244242,0.26,83.03017944535074,4.867730699704598,0.04871919227547286
48,5,1.2,8,0,1945,1945,236,927.4082488589682,17.414097,0.26,84.53060711608836,5.165336625369251,0.03394912040915303
48,5,1.2,8,0,1943,1943,248,910.3636899965966,15.496516,0.26,82.42441691283453,5.325382478726688,0.0341695692429787
48,5,1.2,8,0,1947,1947,241,937.1316904389224,16.30766,0.27,85.31858824566818,6.168158370442221,0.057096247960848286
48,5,1.2,8,0,1949,1949,214,948.7974178426775,15.146333,0.28,87.12122040474407,6.979850976588334,0.027335655394382964
48,5,1.2,8,0,1950,1950,181,978.8140341036681,13.53539,0.29,90.77371588554297,8.022573960583749,0.009038402186852432
48,5,1.2,8,0,1955,1955,198,1005.3405971104658,14.034801,0.3,88.24129668004056,8.242802345575592,0.0057316696794673955
48,5,1.2,8,0,1951,1951,208,1037.6359655668496,14.407836,0.31,93.21659097923371,9.474890877827256,0.00022044883382566903
48,5,1.2,8,0,1948,1948,192,1045.9201960139308,15.015437,0.31,91.02255632467704,9.36731184692033,0.0037476301750363743
48,5,1.2,8,0,1940,1940,207,1053.7422284500062,14.833763,0.31,91.6822803227371,9.761474361800627,0.01917904854283321
48,5,1.2,8,0,1947,1947,175,1047.3128265601658,15.125523,0.32,92.67610555090164,10.237423394030246,0.04431021559895948
48,5,1.2,8,0,1952,1952,175,1029.9258012389612,15.174037,0.32,92.68968960804197,10.522463736166836,0.0520259247828579
48,5,1.2,8,0,1943,1943,172,1034.2668514719749,15.478114,0.33,92.29939597019532,10.671266698999164,0.004188527842687712
48,5,1.2,8,0,1945,1945,188,1017.8734288887064,14.341156,0.33,91.65817203826992,10.74423526299546,0.013667827697191482
48,5,1.2,8,0,1934,1934,161,995.9921710804551,15.895365,0.33,91.53317754949076,10.916846699880958,0.035492262245932715
48,5,1.2,8,0,1944,1944,184,984.2743814112077,15.166252,0.33,92.46045809267669,11.256117455138662,0.07936158017724086
48,5,1.2,8,0,1936,1936,211,976.8231761635045,16.237461,0.34,93.60434504651471,11.728318857193246,0.03923989242096909
48,5,1.2,8,0,1937,1937,185,922.6965249665986,16.03374,0.34,95.5019818350161,12.519509721793574,0.06922093382126009
48,5,1.2,8,0,1937,1937,221,891.8246536541602,16.012016,0.35,96.6546382434637,13.13147568449363,0.1637934835324721
