patchsize,fasttresh,scalefactor,n_levels,track_error,total_matches,good_matches,blur,flow
6,5,1.1,8,0,2000,905,315.7377231931714,0.056070745
6,5,1.1,8,0,2000,980,316.3714739504594,0.050474763
6,5,1.1,8,0,2000,999,315.31031351448394,0.075314894
6,5,1.1,8,0,2000,572,315.47846664338635,0.13592629
6,5,1.1,8,0,2000,713,315.75968322278675,0.11781995
6,5,1.1,8,0,2000,456,314.0964609874785,0.2693679
6,5,1.1,8,0,2000,507,314.67058860085774,0.18926491
6,5,1.1,8,0,2000,654,312.4867301200172,0.1318051
6,5,1.1,8,0,2000,618,313.95786566408657,0.13805111
6,5,1.1,8,0,2000,809,313.348083305627,0.0653533
6,5,1.1,8,0,2000,781,313.4097916870861,0.10959359
6,5,1.1,8,0,2000,694,312.1682550223719,0.11047444
6,5,1.1,8,0,2000,706,312.403349885466,0.12087744
6,5,1.1,8,0,2000,831,312.62347459780904,0.085867405
6,5,1.1,8,0,2000,673,315.3095556786175,0.11915203
6,5,1.1,8,0,2000,729,314.39442963939564,0.10944057
6,5,1.1,8,0,2000,1052,313.97034071122846,0.04521208
6,5,1.1,8,0,2000,971,313.2019755055911,0.0634812
6,5,1.1,8,0,2000,1171,314.6324406836834,0.05622503
6,5,1.1,8,0,2000,1168,313.8219104301874,0.03629902
6,5,1.1,8,0,2000,1136,313.5983994833734,0.04853093
6,5,1.1,8,0,2000,1027,313.3346256517333,0.04968894
6,5,1.1,8,0,2000,1254,312.825581624313,0.027817665
6,5,1.1,8,0,2000,1104,313.06445655935494,0.044514332
6,5,1.1,8,0,2000,1159,314.59057645417624,0.03168405
6,5,1.1,8,0,2000,726,313.9624010629703,0.097747415
6,5,1.1,8,0,2000,608,314.02740391018364,0.15294991
6,5,1.1,8,0,2000,640,315.20234248395633,0.109118044
6,5,1.1,8,0,2000,477,312.19846843502006,0.21933676
6,5,1.1,8,0,2000,501,314.8130417823156,0.17967312
6,5,1.1,8,0,2000,512,312.7391400970955,0.17479938
6,5,1.1,8,0,2000,582,314.28294033391376,0.14621066
6,5,1.1,8,0,2000,805,312.8949919824638,0.08653119
6,5,1.1,8,0,2000,683,314.2658173903974,0.11941763
6,5,1.1,8,0,2000,669,313.4119406494005,0.12175126
6,5,1.1,8,0,2000,746,313.87529387425377,0.08523064
6,5,1.1,8,0,2000,825,313.4454905754529,0.09404255
6,5,1.1,8,0,2000,772,313.2331385352285,0.09249689
6,5,1.1,8,0,2000,963,313.61177904361386,0.073949784
6,5,1.1,8,0,2000,1057,314.049185567932,0.05178116
6,5,1.1,8,0,2000,1087,311.89240182684057,0.04728806
6,5,1.1,8,0,2000,1144,312.62465396131614,0.054538283
6,5,1.1,8,0,2000,1045,312.8304447565308,0.04884881
6,5,1.1,8,0,2000,1199,311.6381555149147,0.031454906
6,5,1.1,8,0,2000,1040,312.5972886668086,0.048759896
6,5,1.1,8,0,2000,581,312.4468747667784,0.122639544
6,5,1.1,8,0,2000,573,313.79958399044324,0.16662939
6,5,1.1,8,0,2000,439,311.85454814558767,0.24456906
6,5,1.1,8,0,2000,378,316.96050330681686,0.36964488
6,5,1.1,8,0,2000,426,313.10401693178426,0.335474
6,5,1.1,8,0,2000,433,316.62795240879797,0.29240265
6,5,1.1,8,0,2000,474,312.26502434105294,0.243505
6,5,1.1,8,0,2000,404,315.85403438839745,0.23481508
6,5,1.1,8,0,2000,436,312.87120604215926,0.26950562
6,5,1.1,8,0,2000,423,311.7406778584374,0.2984985
6,5,1.1,8,0,2000,485,311.49447457643373,0.2501322
6,5,1.1,8,0,2000,451,313.4537621275483,0.22652383
6,5,1.1,8,0,2000,636,315.12796800215705,0.163898
6,5,1.1,8,0,2000,448,314.9774052829733,0.23186308
6,5,1.1,8,0,2000,507,310.56805430128145,0.2188009
6,5,1.1,8,0,2000,379,308.9215232142303,0.3221031
6,5,1.1,8,0,2000,447,312.37982182788954,0.42241272
6,5,1.1,8,0,2000,396,315.7225777899332,0.51440054
6,5,1.1,8,0,2000,382,309.4078931872192,0.6117017
6,5,1.1,8,0,2000,374,311.46725850618225,0.6791899
6,5,1.1,8,0,2000,398,318.39936819331155,0.679651
6,5,1.1,8,0,2000,390,311.8139898737064,0.76444733
6,5,1.1,8,0,2000,410,312.9250787519667,0.8066684
6,5,1.1,8,0,2000,441,312.40338728362684,0.94884574
6,5,1.1,8,0,2000,423,311.64555231518295,0.65796554
6,5,1.1,8,0,2000,363,306.00918163110117,0.86687297
6,5,1.1,8,0,2000,394,309.7371473619037,0.66303927
6,5,1.1,8,0,2000,377,307.33978703397656,0.59628487
6,5,1.1,8,0,2000,384,307.9401243340332,0.6198749
6,5,1.1,8,0,2000,397,304.81637429441304,0.4818367
6,5,1.1,8,0,2000,448,306.39143378464524,0.5783876
6,5,1.1,8,0,2000,415,298.17042269022005,0.44051307
6,5,1.1,8,0,2000,463,300.7262682578289,0.31231603
6,5,1.1,8,0,2000,422,297.30510080860563,0.31565928
6,5,1.1,8,0,2000,493,297.6650232655168,0.29392177
6,5,1.1,8,0,2000,404,299.6038347615452,0.36837542
6,5,1.1,8,0,2000,392,303.07276718553123,0.38387993
6,5,1.1,8,0,2000,393,297.18880918373605,0.36962253
