patchsize,fasttresh,scalefactor,n_levels,track_error,total_matches,good_matches,blur,flow
6,5,1.1,16,0,2000,334,231.8170074441024,5.6541033
6,5,1.1,16,0,2000,358,210.8423055255334,5.911141
6,5,1.1,16,0,2000,372,207.36352096977416,5.0227795
6,5,1.1,16,0,2000,323,222.22487147863566,3.7067733
6,5,1.1,16,0,2000,358,217.0063084634406,4.732245
6,5,1.1,16,0,2000,349,208.75109755598572,8.058397
6,5,1.1,16,0,2000,341,201.17628385761313,5.7699685
6,5,1.1,16,0,2000,337,201.32317686433413,4.269908
6,5,1.1,16,0,2000,335,200.70421205930586,6.109337
6,5,1.1,16,0,2000,331,191.50523131627256,7.9486537
6,5,1.1,16,0,2000,372,183.54021376429367,3.651768
6,5,1.1,16,0,2000,329,192.5690776644246,6.2179112
6,5,1.1,16,0,2000,313,203.19976858906227,12.415315
6,5,1.1,16,0,2000,325,193.58486472630108,6.4987035
6,5,1.1,16,0,2000,334,216.27776721883592,7.190363
6,5,1.1,16,0,2000,336,204.4840644024929,6.239188
6,5,1.1,16,0,2000,394,200.0576151138551,3.0732596
6,5,1.1,16,0,2000,321,207.46277760347493,4.6279593
6,5,1.1,16,0,2000,368,202.35590226451984,11.36385
6,5,1.1,16,0,2000,342,199.4021180608485,4.8341866
6,5,1.1,16,0,2000,354,210.96552047755887,8.965349
6,5,1.1,16,0,2000,355,195.4428276642912,4.922202
6,5,1.1,16,0,2000,380,193.26266019190578,5.791806
6,5,1.1,16,0,2000,382,210.18780142125098,8.00558
6,5,1.1,16,0,2000,387,190.26224183849814,3.7806513
6,5,1.1,16,0,2000,375,194.35031125119676,4.0113063
6,5,1.1,16,0,2000,367,198.25990507263774,5.235668
6,5,1.1,16,0,2000,406,199.85512914539808,6.0246377
6,5,1.1,16,0,2000,406,192.72402824869198,3.3338199
6,5,1.1,16,0,2000,365,195.482750778875,3.306552
6,5,1.1,16,0,2000,350,195.33625313704627,3.72919
6,5,1.1,16,0,2000,385,194.73277796010404,5.474951
6,5,1.1,16,0,2000,370,189.87848232341722,3.6339004
6,5,1.1,16,0,2000,355,193.4994050094615,7.01225
6,5,1.1,16,0,2000,350,191.5082783154376,3.039907
6,5,1.1,16,0,2000,393,197.17079761833534,3.4415963
6,5,1.1,16,0,2000,405,201.66035805956147,3.4427128
6,5,1.1,16,0,2000,365,210.10268685596787,4.298053
6,5,1.1,16,0,2000,345,207.36011492374604,7.729196
