patchsize,fasttresh,scalefactor,n_levels,track_error,total_matches,good_matches,blur,flow
6,5,1.1,16,0,2000,354,730.0592141666066,2.9739833
6,5,1.1,16,0,2000,369,738.4602720845884,3.3254483
6,5,1.1,16,0,2000,367,739.3032268363547,2.977133
6,5,1.1,16,0,2000,356,612.8201867638276,3.1630752
6,5,1.1,16,0,2000,387,615.9839712504324,4.048086
6,5,1.1,16,0,2000,323,610.8861989374058,4.3621483
6,5,1.1,16,0,2000,350,455.4158168763156,4.884129
6,5,1.1,16,0,2000,337,454.883796716118,5.813905
6,5,1.1,16,0,2000,366,427.7456374039589,6.4394984
6,5,1.1,16,0,2000,332,537.6261976462233,5.855954
6,5,1.1,16,0,2000,353,544.9752397263152,4.958456
6,5,1.1,16,0,2000,344,543.9724187860987,4.6559463
6,5,1.1,16,0,2000,357,540.0277748918138,5.502108
6,5,1.1,16,0,2000,392,535.1831868218763,3.9464881
6,5,1.1,16,0,2000,369,546.6983460701105,4.989978
6,5,1.1,16,0,2000,335,578.5772675802623,7.7919884
6,5,1.1,16,0,2000,387,548.4148677726156,3.8955865
6,5,1.1,16,0,2000,337,553.5599121926635,5.8629827
6,5,1.1,16,0,2000,366,538.710420798954,4.7146587
6,5,1.1,16,0,2000,401,534.4277059911828,5.7315555
6,5,1.1,16,0,2000,367,525.0428754440467,4.2382307
6,5,1.1,16,0,2000,379,524.3972648275957,4.3289084
6,5,1.1,16,0,2000,365,517.6654010864098,5.619857
6,5,1.1,16,0,2000,342,501.01280102407753,3.5110674
6,5,1.1,16,0,2000,347,519.8232450083983,3.5501735
6,5,1.1,16,0,2000,346,534.9254130885945,5.851197
6,5,1.1,16,0,2000,355,525.3038594213631,3.2291007
6,5,1.1,16,0,2000,367,540.9632128015743,3.5959167
6,5,1.1,16,0,2000,347,547.6733161471084,5.746564
6,5,1.1,16,0,2000,349,535.4256224665808,4.518004
6,5,1.1,16,0,2000,372,534.7793875712915,3.9014037
6,5,1.1,16,0,2000,342,541.4764471161851,4.026796
6,5,1.1,16,0,2000,361,536.6068776438544,6.5990644
6,5,1.1,16,0,2000,346,538.2728094727404,3.1635866
6,5,1.1,16,0,2000,321,542.852110667528,3.8195522
6,5,1.1,16,0,2000,311,545.2504553935817,5.597199
6,5,1.1,16,0,2000,336,537.8095281759757,4.1097026
6,5,1.1,16,0,2000,347,527.8042230859814,4.0615163
6,5,1.1,16,0,2000,309,534.0869853246439,4.4175954
6,5,1.1,16,0,2000,333,541.1546370133944,4.39686
6,5,1.1,16,0,2000,325,561.8272775102877,4.992754
6,5,1.1,16,0,2000,372,557.7655351411986,9.415726
6,5,1.1,16,0,2000,339,540.7181489706608,4.052395
6,5,1.1,16,0,2000,318,551.7073177922366,4.7252746
6,5,1.1,16,0,2000,334,563.6867886349686,10.887814
6,5,1.1,16,0,2000,342,515.0899979038222,4.720928
6,5,1.1,16,0,2000,342,529.8514091799555,4.3638525
6,5,1.1,16,0,2000,352,517.9215147575034,5.50361
6,5,1.1,16,0,2000,372,495.6844195796716,4.6384892
6,5,1.1,16,0,2000,361,487.669393516382,3.3131702
6,5,1.1,16,0,2000,335,511.4956381402635,5.2618403
6,5,1.1,16,0,2000,335,504.2424208629439,3.6003795
6,5,1.1,16,0,2000,317,513.4529349812748,4.0555162
6,5,1.1,16,0,2000,352,526.1301490720872,4.439378
6,5,1.1,16,0,2000,355,523.1025787342174,3.226927
6,5,1.1,16,0,2000,356,528.3910880482648,3.153645
6,5,1.1,16,0,2000,371,543.6942497924726,5.0170193
6,5,1.1,16,0,2000,366,532.9987517504699,2.9667325
6,5,1.1,16,0,2000,353,531.9057672596899,3.1548362
6,5,1.1,16,0,2000,337,527.4649465573344,4.0396957
6,5,1.1,16,0,2000,310,511.7966065913799,3.9957552
6,5,1.1,16,0,2000,348,492.85981251025066,3.80333
6,5,1.1,16,0,2000,364,487.17260537446634,4.578052
6,5,1.1,16,0,2000,338,477.17398406806706,4.211571
6,5,1.1,16,0,2000,342,484.22590050392216,5.3030915
6,5,1.1,16,0,2000,363,457.0495440295796,2.924255
6,5,1.1,16,0,2000,332,470.9574547239108,3.8856628
6,5,1.1,16,0,2000,389,481.3051449285693,3.698075
6,5,1.1,16,0,2000,333,488.75185950498,3.698733
6,5,1.1,16,0,2000,385,504.00632418666487,3.6680067
6,5,1.1,16,0,2000,361,521.6930092072429,3.8925185
6,5,1.1,16,0,2000,356,528.5226608484707,3.5455632
6,5,1.1,16,0,2000,327,539.2692603245863,4.0172663
6,5,1.1,16,0,2000,370,550.6706436421202,4.0709896
6,5,1.1,16,0,2000,363,565.8815614351477,6.781902
6,5,1.1,16,0,2000,346,553.9689953751506,7.0473814
6,5,1.1,16,0,2000,359,517.6264599333241,3.9133177
6,5,1.1,16,0,2000,390,513.2447909583682,3.5532324
6,5,1.1,16,0,2000,321,519.0305274841542,6.433495
6,5,1.1,16,0,2000,388,507.86959639467534,3.1607366
6,5,1.1,16,0,2000,380,527.6978098948342,4.2755313
6,5,1.1,16,0,2000,387,543.1444041948292,6.7576375
6,5,1.1,16,0,2000,357,522.6907504664613,5.389528
6,5,1.1,16,0,2000,363,521.2061761301491,4.3045344
6,5,1.1,16,0,2000,340,514.1888915450364,5.6160054
6,5,1.1,16,0,2000,363,510.2433064784129,5.090985
6,5,1.1,16,0,2000,354,504.3105686172892,3.7731872
6,5,1.1,16,0,2000,399,500.8171415024219,4.262873
6,5,1.1,16,0,2000,376,492.2125138805579,5.3119216
6,5,1.1,16,0,2000,339,488.31966555210136,4.292185
6,5,1.1,16,0,2000,354,492.03893395669763,4.114051
6,5,1.1,16,0,2000,383,492.07405641573706,6.2306585
6,5,1.1,16,0,2000,324,474.2377567494629,3.7529771
6,5,1.1,16,0,2000,319,490.5241167191656,4.9623947
6,5,1.1,16,0,2000,345,486.79041576872334,6.4694285
6,5,1.1,16,0,2000,371,476.6152836191791,5.0742207
6,5,1.1,16,0,2000,354,497.24622753132803,8.649677
6,5,1.1,16,0,2000,362,465.54608480914584,4.883868
6,5,1.1,16,0,2000,360,461.6231672908669,3.705028
6,5,1.1,16,0,2000,371,472.75819671562857,6.4069867
6,5,1.1,16,0,2000,381,474.85603139474506,4.8297067
6,5,1.1,16,0,2000,357,470.046474407279,4.802848
6,5,1.1,16,0,2000,368,466.2661434179728,3.6457067
6,5,1.1,16,0,2000,366,481.8195228537305,6.039671
6,5,1.1,16,0,2000,353,470.29242190972514,3.5785348
6,5,1.1,16,0,2000,348,489.5245642771521,4.6224165
6,5,1.1,16,0,2000,352,490.63466153181093,4.073503
6,5,1.1,16,0,2000,371,505.5872153897706,4.8939447
6,5,1.1,16,0,2000,342,531.7913516866527,8.0388155
6,5,1.1,16,0,2000,358,519.8581984464424,6.672644
6,5,1.1,16,0,2000,320,509.97138528091034,4.119265
6,5,1.1,16,0,2000,308,529.6930364557774,10.526266
6,5,1.1,16,0,2000,308,493.5050071339549,4.4308653
6,5,1.1,16,0,2000,348,531.4116716631929,8.030546
6,5,1.1,16,0,2000,346,484.2112580735672,3.8267508
6,5,1.1,16,0,2000,345,520.4797721935136,6.9130406
6,5,1.1,16,0,2000,400,489.2675602450366,4.528391
6,5,1.1,16,0,2000,323,508.3947130354051,4.346301
6,5,1.1,16,0,2000,341,524.3344691932467,5.380072
6,5,1.1,16,0,2000,366,528.272592639231,7.404283
6,5,1.1,16,0,2000,352,526.8066581007696,4.8888593
6,5,1.1,16,0,2000,343,525.7070106472538,5.229536
6,5,1.1,16,0,2000,327,515.2164370180107,7.5051293
6,5,1.1,16,0,2000,348,507.91742590595703,4.9592185
6,5,1.1,16,0,2000,326,511.36105165513777,6.8521743
6,5,1.1,16,0,2000,338,499.96246064312294,5.132736
6,5,1.1,16,0,2000,323,530.0208319672194,6.4501705
6,5,1.1,16,0,2000,323,519.8440975999481,5.7497044
6,5,1.1,16,0,2000,366,534.3457255261384,5.8552194
6,5,1.1,16,0,2000,351,542.694437432117,6.798157
6,5,1.1,16,0,2000,325,530.5208443567886,5.9085507
6,5,1.1,16,0,2000,338,557.1819589215646,9.667173
6,5,1.1,16,0,2000,349,538.7847141952831,9.540319
6,5,1.1,16,0,2000,388,523.3478778466052,5.8945107
6,5,1.1,16,0,2000,364,516.3059719507262,5.3789387
6,5,1.1,16,0,2000,325,526.8192618012336,7.376644
6,5,1.1,16,0,2000,353,543.1524410474551,6.2690144
6,5,1.1,16,0,2000,348,534.7580934775194,10.287628
6,5,1.1,16,0,2000,332,523.2000363087908,6.224736
6,5,1.1,16,0,2000,332,529.7105421527605,16.395227
6,5,1.1,16,0,2000,344,476.5664504996879,4.9849973
6,5,1.1,16,0,2000,346,501.6392573908008,8.030483
6,5,1.1,16,0,2000,332,487.2943022768372,4.837393
6,5,1.1,16,0,2000,313,503.9568674202124,11.711026
6,5,1.1,16,0,2000,367,460.6458462378992,4.3560514
6,5,1.1,16,0,2000,328,464.2781391709698,7.3770943
6,5,1.1,16,0,2000,334,438.6751757120948,4.239742
6,5,1.1,16,0,2000,355,457.33610629945235,4.227388
6,5,1.1,16,0,2000,364,475.54059376327496,4.993787
6,5,1.1,16,0,2000,326,495.6623196833916,5.2789984
6,5,1.1,16,0,2000,335,516.9964020344473,5.3206534
6,5,1.1,16,0,2000,389,512.0822370186869,4.7595983
6,5,1.1,16,0,2000,362,517.2555249442664,6.646721
6,5,1.1,16,0,2000,367,486.4974811553904,4.7394147
6,5,1.1,16,0,2000,358,494.4639334785851,4.2283564
6,5,1.1,16,0,2000,344,501.11438276786794,4.0772805
6,5,1.1,16,0,2000,322,525.8064960215695,5.163754
6,5,1.1,16,0,2000,379,515.4113989169415,4.84745
6,5,1.1,16,0,2000,377,508.2960193081848,4.186414
6,5,1.1,16,0,2000,382,528.7738590656712,4.9408536
6,5,1.1,16,0,2000,386,531.3304046126405,8.551825
6,5,1.1,16,0,2000,329,512.0978283046808,4.489594
