x,y,x,y
49.219866,32.23299,49.219866,32.23299
49.219866,32.23299,49.2174461306037,32.231468641723
49.219866,32.23299,49.2163014825283,32.2312972808442
49.219866,32.23299,49.2163453446851,32.2313580651749
49.219866,32.23299,49.2150405215053,32.231854798085
49.219866,32.23299,49.2152646342401,32.2318458409837
49.219866,32.23299,49.2152696476161,32.2310747432005
49.219866,32.23299,49.2165405230316,32.2304656318499
49.219866,32.23299,49.2180788258701,32.2311185261981
49.219866,32.23299,49.2185019487916,32.232538148676
49.219866,32.23299,49.2186960763884,32.2320143817604
49.219866,32.23299,49.2186962162758,32.2320143923435
49.219866,32.23299,49.2187373105451,32.2308543468325
49.220037,32.235562,49.2198353260152,32.2319122803216
49.219912,32.237416,49.2201041991617,32.2309503845456
49.219912,32.237416,49.219202709084,32.2306690545622
49.219912,32.237416,49.2186285519668,32.230060529009
49.219912,32.237416,49.2178996524933,32.2293722951326
49.219912,32.237416,49.2181976576932,32.2294916176574
49.219912,32.237416,49.218090125863,32.231067552554
49.219912,32.237416,49.216891021835,32.2300698521094
49.219912,32.237416,49.2168909569721,32.2300697948017
49.219912,32.237416,49.2180979788549,32.2295482106835
49.219912,32.237416,49.2190094187712,32.2299754457861
49.219912,32.237416,49.2191195566715,32.2291280206307
49.219912,32.237416,49.2179307697023,32.2281264369118
49.219912,32.237416,49.2185283863093,32.2286050852723
49.219912,32.237416,49.2178341835227,32.2290085116348
49.219912,32.237416,49.2178343152174,32.2290084710459
49.219912,32.237416,49.2178342848487,32.2290084561636
49.219912,32.237416,49.2157476380977,32.2291600426333
49.219912,32.237416,49.2169355557065,32.229657952835
49.219912,32.237416,49.217242451147,32.2283599803752
49.219912,32.237416,49.2184651343384,32.2293179312931
49.219912,32.237416,49.2179983962771,32.2304186013542
49.219912,32.237416,49.2185473316321,32.2316101272957
49.219912,32.237416,49.219308411085,32.2316387361898
49.219912,32.237416,49.2193972918544,32.2306691946339
49.219912,32.237416,49.2205375703493,32.2306793815826
49.219912,32.237416,49.2205375585143,32.2306794066854
49.219912,32.237416,49.2214740907718,32.2303314671865
49.219912,32.237416,49.2205511279927,32.2301661231432
49.219912,32.237416,49.2193275861848,32.2300500138943
49.219912,32.237416,49.217602863304,32.2307039962295
49.219912,32.237416,49.2176026470996,32.2307041625327
49.219912,32.237416,49.2185929695475,32.2318177607597
49.219912,32.237416,49.2193815894196,32.2323394482126
49.219912,32.237416,49.2198685113567,32.2321395948997
49.219912,32.237416,49.2185043805787,32.2311860727441
49.219302,32.236623,49.2189432383926,32.2330617211083
49.219302,32.236623,49.2189839661399,32.2354843802472
49.215887,32.235468,49.2181429627219,32.2426570729143
49.211069,32.234131,49.214833517168,32.2465642056449
49.201433,32.231457,49.212758393106,32.26432802757
49.191186,32.227992,49.2146673950424,32.2878978665627
49.16911,32.222281,49.21330838697,32.2980321101499
49.14066,32.213121,49.2147270223265,32.3082056369517
49.098548,32.199339,49.2057361908179,32.3215683076276
49.077263,32.193017,49.2031465002259,32.3336166986565
49.047745,32.184204,49.2036764146017,32.3565588033945
49.020393,32.178295,49.2102084254473,32.3753218560887
49.003007,32.175587,49.2056806102424,32.4026256754714
48.968188,32.162979,49.2081161222988,32.4173280260634
48.929335,32.14842,49.2125225626768,32.4253257141977
48.888323,32.137891,49.2127238575298,32.4523174410866
48.867649,32.132362,49.2125805454591,32.4639505144948
48.848832,32.125874,49.2179016179458,32.481878218864
48.802508,32.111546,49.2183999296091,32.5060475723899
48.785089,32.105238,49.2222194870243,32.5258761452481
48.749799,32.093763,49.220484437909,32.5469120746441
48.717484,32.07216,49.2201580086616,32.5710120690456
48.679303,32.063259,49.2215432208363,32.5878085033745
48.641682,32.051795,49.2234040913278,32.6092360208758
48.613617,32.044156,49.2247290449674,32.6241754380812
48.576622,32.033467,49.2247726836591,32.6409704650385
48.529923,32.020357,49.2244007671828,32.6607177197082
48.511148,32.016294,49.2227389640556,32.6678846338394
48.47515,32.006906,49.2240396291876,32.6747202621346
48.443859,32.000134,49.226641391947,32.7064119348341
48.429304,31.996505,49.2223749140704,32.7358435185467
48.405453,31.989298,49.2212909287597,32.7501339774964
48.370086,31.980686,49.2239712412685,32.7735209644066
48.307648,31.965735,49.2233389282691,32.7959188488809
48.284022,31.960463,49.2218167869814,32.8069410574753
48.244208,31.949482,49.2187012233623,32.8247423180534
48.206729,31.93863,49.2176293809621,32.846061997577
48.189342,31.934798,49.2171687941196,32.8562946866119
48.153297,31.925591,49.2143840260845,32.8700002900863
48.114674,31.918041,49.216914750838,32.8843800932986
48.094472,31.913935,49.2139789350513,32.9064411825177
48.065327,31.906823,49.2115678447974,32.9198000212892
48.034775,31.899573,49.2147642152951,32.9358228528315
48.006637,31.893759,49.2122181287073,32.9530499397134
47.987439,31.890949,49.212396407307,32.9616385331653
47.959702,31.883975,49.2071024753651,32.9815119929431
47.931965,31.877,49.2088745598883,32.9914755369676
47.903455,31.870661,49.2082175412734,33.0059523231443
47.87454,31.86548,49.2060751390121,33.0185416749906
47.846168,31.857733,49.2061821191096,33.0299551983346
47.826738,31.852991,49.2043014393199,33.0464059389695
47.807309,31.84825,49.2022962656583,33.064919690837
47.778392,31.843069,49.200025110601,33.0752957430852
47.760776,31.837307,49.2001414472315,33.0877016887273
47.722145,31.829755,49.1962199181927,33.0986017848115
47.693773,31.822007,49.1967699439876,33.1093971983628
47.674978,31.818039,49.1941020200698,33.1228035957375
47.656321,31.812662,49.1944344740359,33.133497870392
47.629218,31.80646,49.1926148751579,33.1508190651294
47.610423,31.802491,49.1939565462625,33.1615449227373
47.593809,31.798025,49.1929112269822,33.17102645246
47.562621,31.790003,49.195575613706,33.1868162235607
47.548684,31.787219,49.1944380501983,33.1904924780286
47.529254,31.782478,49.1955831704153,33.198565646797
47.506374,31.776689,49.1940464164083,33.2016420951113
47.495252,31.77418,49.191754874452,33.2053521267631
47.475187,31.768666,49.1906344464604,33.2092724833614
47.466107,31.767068,49.1926313801559,33.2158675026044
47.452942,31.76365,49.192991630082,33.2270250996104
47.443862,31.762052,49.1933517060324,33.2347919168153
47.430062,31.757861,49.1928097023118,33.2481931177916
47.416898,31.754442,49.1942235994837,33.2564664121302
47.402325,31.750886,49.1923353997526,33.2639255919484
47.388388,31.748103,49.1916267061872,33.2654502590854
47.339807,31.713399,49.1929513853875,33.2611224916705
47.332131,31.711959,49.1938895221402,33.2618506485487
47.329315,31.711691,49.195490004623,33.2623712118622
47.330723,31.711825,49.1947313755197,33.2612864681857
47.332768,31.71273,49.1945138619195,33.2616261170576
47.334176,31.712863,49.1954968141445,33.260219717965
47.334176,31.712863,49.1967761121711,33.2599640385849
47.334176,31.712863,49.1965526819444,33.2611092650352
47.334176,31.712863,49.1961751864264,33.2615576572975
47.334176,31.712863,49.1955376644379,33.2598457478546
47.334176,31.712863,49.1948321771566,33.2608048048417
47.334176,31.712863,49.1954947164215,33.2598050541976
47.334176,31.712863,49.1947907411456,33.2599325075264
47.334176,31.712863,49.1966047921729,33.2608077069971
47.334176,31.712863,49.1967101524227,33.2597099050248
47.333539,31.712093,49.1938485510308,33.2599693795059
47.333942,31.710933,49.188423171784,33.2545943594087
47.334344,31.709774,49.1791369622804,33.2515974461383
47.336389,31.710678,49.1659752954903,33.2483888511087
47.338631,31.715194,49.1447802289611,33.2465448423096
47.341212,31.720223,49.1162977731422,33.2478269330669
47.342777,31.728951,49.0894919529073,33.2498902976229
47.335413,31.757388,49.0510837642458,33.2561323533985
47.328074,31.774272,49.0071677153925,33.2613716646876
47.318587,31.792398,48.9613915739009,33.2689593294019
47.297217,31.830297,48.9292993971132,33.2762926078093
47.279009,31.864849,48.9066171282579,33.2829144933895
47.259058,31.894323,48.8791679819615,33.2844355790191
47.238403,31.921788,48.8618520586579,33.2893447665028
47.227579,31.935134,48.8433566863171,33.2960138544998
47.216261,31.949906,48.8160417914605,33.2986345284553
47.204775,31.962687,48.7837217772346,33.3077217538085
47.191489,31.975294,48.7667767436176,33.3114275816939
47.165801,32.001806,48.7403667653754,33.3166548370043
47.139105,32.025346,48.7178048567949,33.3239230740411
47.125799,32.036219,48.6678458535151,33.3528267508783
47.11189,32.048276,48.6512939870405,33.3623350344228
47.083968,32.068307,48.640247201837,33.3742159088874
47.03927,32.096352,48.6269739607272,33.3867843770473
47.024279,32.10475,48.6065294077268,33.3968926234421
47.009086,32.112779,48.5871263387042,33.4079484047207
46.992596,32.120967,48.5730133536439,33.4194306808829
46.957868,32.136506,48.5424201858009,33.4333679830104
46.941412,32.144116,48.5338336828689,33.4415466654143
46.925301,32.150093,48.5236260741161,33.446772827723
46.89384,32.160501,48.5112936849235,33.4584637097077
46.880345,32.16542,48.4949752281418,33.4804485583264
46.848249,32.173664,48.4758324469578,33.4969492146908
46.831463,32.177341,48.4610157190058,33.5198841640975
46.795088,32.185241,48.4548705705662,33.5264426426638
46.754048,32.185935,48.4495071917446,33.5403447487225
46.719153,32.188922,48.4363604668927,33.5683560179637
46.701975,32.189344,48.430735062289,33.5763150322874
46.685419,32.190124,48.4244062131419,33.5829174965747
46.633162,32.188241,48.4190325655338,33.5991684111826
46.61606,32.186566,48.4179296565275,33.6084613568665
46.599633,32.185252,48.4136521037979,33.6298066965198
46.563287,32.17937,48.4122742931498,33.6399980351698
46.545242,32.175717,48.4153400309617,33.6640176293872
46.509876,32.16795,48.4188336544927,33.6831598660269
46.475758,32.157816,48.4231255764014,33.695823783425
46.442824,32.146747,48.4271527822565,33.711581687821
46.425711,32.139956,48.4309867308819,33.7258043330585
46.409126,32.133845,48.4398447244665,33.7473940600936
46.376933,32.118666,48.4514497980767,33.7686591264764
46.327523,32.088731,48.4592113655259,33.7775077954417
46.297511,32.071273,48.4717749664456,33.798560346587
46.283855,32.062492,48.4795519887505,33.8067551096967
46.25427,32.042196,48.4972450593473,33.8255484046612
46.227502,32.020647,48.517506206659,33.8478994545713
46.212818,32.00919,48.5273277175913,33.8595899373832
