patchsize,fasttresh,scalefactor,n_levels,track_error,features,total_matches,good_matches,blur,flow
31,14,1.2,8,0,1981,1981,1788,235.67799753033842,0.07132805
31,14,1.2,8,0,1986,1986,843,235.3449649822127,0.68594366
31,14,1.2,8,0,1984,1984,1127,207.54169028029233,0.27429357
31,14,1.2,8,0,1996,1996,1212,248.8344762436519,0.16960816
31,14,1.2,8,0,1992,1992,1462,226.3822860597087,0.11441817
31,14,1.2,8,0,1997,1997,1492,231.61088285202027,0.1002138
31,14,1.2,8,0,1989,1989,1522,230.82975103129604,0.11983221
31,14,1.2,8,0,1996,1996,1604,248.64578089642274,0.09036692
31,14,1.2,8,0,1987,1987,1602,231.92369157869206,0.10214627
31,14,1.2,8,0,1991,1991,1414,231.31095632096674,0.19580352
31,14,1.2,8,0,1998,1998,1386,224.57430565322932,0.19120212
31,14,1.2,8,0,2000,2000,1400,247.0474645179849,0.12643512
31,14,1.2,8,0,1997,1997,1565,228.25492676521006,0.09873593
31,14,1.2,8,0,2000,2000,1613,225.6969145035303,0.07433755
31,14,1.2,8,0,2000,2000,1457,224.30420004463363,0.12813485
31,14,1.2,8,0,2000,2000,1576,241.4071876894588,0.10859548
31,14,1.2,8,0,2000,2000,1343,224.1952649985766,0.11725281
31,14,1.2,8,0,2000,2000,801,225.3494490878953,0.67171276
31,14,1.2,8,0,2000,2000,748,211.41678505457878,0.77095264
31,14,1.2,8,0,1982,1982,795,238.35362808557213,0.5140633
31,14,1.2,8,0,1990,1990,1143,212.21710750707624,0.2646502
31,14,1.2,8,0,1992,1992,876,229.11264351839304,0.99588114
31,14,1.2,8,0,1981,1981,668,216.18126448959757,5.524722
31,14,1.2,8,0,1994,1994,620,225.31830162646156,8.759279
31,14,1.2,8,0,1991,1991,446,219.05262471684338,16.52642
31,14,1.2,8,0,1996,1996,557,212.22841585871268,13.988665
31,14,1.2,8,0,2000,2000,480,205.97926712887823,17.630594
31,14,1.2,8,0,1993,1993,479,184.24755728479178,16.464537
31,14,1.2,8,0,2000,2000,583,201.85348334311328,13.705231
31,14,1.2,8,0,2000,2000,674,196.14007241263937,9.198758
31,14,1.2,8,0,1993,1993,590,218.63566049972536,9.119985
31,14,1.2,8,0,1993,1993,607,184.88274060076344,10.302958
31,14,1.2,8,0,1981,1981,456,192.94093325371256,16.037529
31,14,1.2,8,0,1997,1997,483,185.72078485780688,15.16474
31,14,1.2,8,0,1979,1979,442,218.2184026902007,14.20115
31,14,1.2,8,0,1957,1957,561,185.77367315131818,8.889804
31,14,1.2,8,0,1949,1949,420,196.26382168711865,13.623928
31,14,1.2,8,0,1934,1934,575,183.1782871748659,9.259611
31,14,1.2,8,0,1926,1926,445,212.5011315644009,11.442865
31,14,1.2,8,0,1894,1894,528,179.59618980576477,10.570713
31,14,1.2,8,0,1858,1858,518,193.71565695111045,10.189328
31,14,1.2,8,0,1841,1841,437,182.40346117999275,11.24362
31,14,1.2,8,0,1794,1794,279,207.25775776484724,12.796653
31,14,1.2,8,0,1686,1686,276,165.71108855032534,12.304164
31,14,1.2,8,0,1622,1622,252,160.29444691112454,11.999714
31,14,1.2,8,0,1527,1527,352,142.08935225761405,8.545617
31,14,1.2,8,0,1537,1537,325,157.39595771794302,9.028317
31,14,1.2,8,0,1512,1512,259,133.66242352696887,11.275389
31,14,1.2,8,0,1486,1486,323,132.87091522187507,7.502453
31,14,1.2,8,0,1491,1491,205,123.1594752962549,11.800422
31,14,1.2,8,0,1441,1441,178,144.9023665418616,12.317237
31,14,1.2,8,0,1375,1375,233,126.97630361083655,7.595655
31,14,1.2,8,0,1292,1292,180,130.7856952605221,12.937391
31,14,1.2,8,0,1261,1261,176,119.01509083815859,12.921052
31,14,1.2,8,0,1276,1276,170,141.64057573926468,13.216761
31,14,1.2,8,0,1324,1324,210,123.0262779698325,10.420681
31,14,1.2,8,0,1342,1342,221,137.63137976688887,12.807803
31,14,1.2,8,0,1394,1394,174,132.68223622854094,13.182695
31,14,1.2,8,0,1425,1425,140,161.87261495839664,11.148022
31,14,1.2,8,0,1425,1425,192,202.09796873231414,10.785651
31,14,1.2,8,0,1456,1456,163,157.31099449001684,12.523088
31,14,1.2,8,0,1455,1455,222,173.54514542677225,12.282859
31,14,1.2,8,0,1484,1484,194,164.9241781559061,11.82686
31,14,1.2,8,0,1520,1520,160,199.5522526046923,14.055378
31,14,1.2,8,0,1545,1545,217,175.69386775750138,14.98571
31,14,1.2,8,0,1601,1601,304,212.7429827706482,10.083834
31,14,1.2,8,0,1629,1629,247,197.1252792030454,13.973241
31,14,1.2,8,0,1671,1671,309,233.5956093882565,11.408417
31,14,1.2,8,0,1703,1703,300,200.64240129660348,12.480025
31,14,1.2,8,0,1677,1677,310,230.69668842124344,13.248969
31,14,1.2,8,0,1723,1723,207,202.01103317262573,16.486685
31,14,1.2,8,0,1729,1729,284,218.05567057269047,13.3219795
31,14,1.2,8,0,1704,1704,306,205.30994719996443,12.460829
31,14,1.2,8,0,1697,1697,345,246.34482138639243,11.705355
31,14,1.2,8,0,1681,1681,308,215.44856238038423,10.654167
31,14,1.2,8,0,1689,1689,331,203.0839730521859,11.177737
31,14,1.2,8,0,1658,1658,287,237.16493629737843,13.498864
31,14,1.2,8,0,1656,1656,244,229.11755791987835,16.424822
31,14,1.2,8,0,1663,1663,212,228.15162580936772,18.521976
31,14,1.2,8,0,1660,1660,330,200.02470356248574,10.981178
31,14,1.2,8,0,1673,1673,411,217.91560775782477,9.028344
31,14,1.2,8,0,1684,1684,370,207.83845294545034,8.594926
31,14,1.2,8,0,1683,1683,298,234.6719237002208,12.657102
31,14,1.2,8,0,1674,1674,269,204.14397442649116,18.390059
31,14,1.2,8,0,1663,1663,241,216.21800904694996,16.941652
31,14,1.2,8,0,1636,1636,356,201.83291657148277,10.61647
31,14,1.2,8,0,1643,1643,201,218.92809256866258,14.320111
31,14,1.2,8,0,1575,1575,292,189.0767507507922,12.564995
31,14,1.2,8,0,1607,1607,232,210.79942304647867,14.849962
31,14,1.2,8,0,1639,1639,168,188.64434949576497,14.645803
31,14,1.2,8,0,1640,1640,185,220.86118129512815,15.818187
31,14,1.2,8,0,1658,1658,258,209.16007968133448,8.417287
31,14,1.2,8,0,1649,1649,234,232.9967715377041,10.800326
31,14,1.2,8,0,1652,1652,179,199.81663062837634,11.716967
31,14,1.2,8,0,1649,1649,153,216.25309804336516,11.527861
31,14,1.2,8,0,1639,1639,277,201.5449238192496,5.4769917
31,14,1.2,8,0,1623,1623,207,229.35068922408715,8.579011
31,14,1.2,8,0,1655,1655,210,197.22003929442596,9.102444
31,14,1.2,8,0,1653,1653,185,219.89518126558937,7.4678545
31,14,1.2,8,0,1654,1654,248,196.62875599266516,5.333157
31,14,1.2,8,0,1646,1646,301,228.44298728877197,4.82238
31,14,1.2,8,0,1668,1668,211,195.64743191029342,7.2034893
31,14,1.2,8,0,1653,1653,192,203.30062686053753,7.2809553
31,14,1.2,8,0,1649,1649,197,184.3772161962103,7.2729015
31,14,1.2,8,0,1648,1648,173,209.7107914738481,7.6133947
31,14,1.2,8,0,1635,1635,288,183.02778024827035,4.5230546
31,14,1.2,8,0,1650,1650,173,194.9239394997232,6.5328946
31,14,1.2,8,0,1630,1630,181,177.44248219669444,5.7284493
31,14,1.2,8,0,1629,1629,309,202.39274758732705,3.708025
31,14,1.2,8,0,1600,1600,132,175.84430795125732,6.823299
31,14,1.2,8,0,1586,1586,270,178.77098868620382,3.5612788
31,14,1.2,8,0,1580,1580,231,159.6696980280981,4.0975366
31,14,1.2,8,0,1595,1595,196,181.8458230164567,4.632635
31,14,1.2,8,0,1603,1603,327,152.95527035758883,3.2885153
31,14,1.2,8,0,1600,1600,317,168.22441746858559,3.495435
31,14,1.2,8,0,1586,1586,325,148.61224385584256,3.4115875
31,14,1.2,8,0,1584,1584,227,171.59384703431007,3.9503586
31,14,1.2,8,0,1558,1558,196,143.59183612794118,4.477264
31,14,1.2,8,0,1536,1536,278,156.88936972625373,2.9473245
31,14,1.2,8,0,1564,1564,205,145.30323350076682,4.537278
31,14,1.2,8,0,1577,1577,393,169.46033838052918,2.458889
31,14,1.2,8,0,1577,1577,343,139.4307539377793,2.6894114
31,14,1.2,8,0,1577,1577,253,151.09478407019816,3.8522532
31,14,1.2,8,0,1588,1588,304,144.88563433940476,2.9946892
31,14,1.2,8,0,1612,1612,294,172.60297280431132,3.1055481
31,14,1.2,8,0,1594,1594,258,142.09009199343075,3.6622376
31,14,1.2,8,0,1590,1590,436,156.0240946289456,1.7790589
31,14,1.2,8,0,1587,1587,430,144.64434292843438,2.2559028
31,14,1.2,8,0,1628,1628,459,172.79097768375823,1.5278465
31,14,1.2,8,0,1592,1592,517,143.23749363159138,1.3938128
31,14,1.2,8,0,1591,1591,310,151.0172241841201,3.1962595
31,14,1.2,8,0,1574,1574,525,146.5074184377849,1.3669497
31,14,1.2,8,0,1610,1610,431,170.9442280871022,1.9382074
31,14,1.2,8,0,1577,1577,530,140.41098330329567,0.9363268
31,14,1.2,8,0,1590,1590,622,149.84464311571094,1.1767657
31,14,1.2,8,0,1574,1574,426,140.27148215930384,1.8950453
31,14,1.2,8,0,1588,1588,418,168.34560617674458,2.0160844
31,14,1.2,8,0,1550,1550,520,141.96775134228338,1.1287266
31,14,1.2,8,0,1548,1548,465,147.0270231732218,1.4971212
31,14,1.2,8,0,1538,1538,397,135.5313047686724,2.0833538
31,14,1.2,8,0,1550,1550,531,165.96032533372406,1.2179141
31,14,1.2,8,0,1554,1554,458,138.4927091148864,1.4091561
31,14,1.2,8,0,1559,1559,353,142.91952375898998,2.0819461
31,14,1.2,8,0,1550,1550,491,133.95993901099374,1.1982594
31,14,1.2,8,0,1535,1535,407,154.86958429635118,1.3936343
31,14,1.2,8,0,1514,1514,328,130.62384739952515,1.9412078
31,14,1.2,8,0,1523,1523,498,136.92467391498383,1.0861236
31,14,1.2,8,0,1509,1509,426,126.42780260020051,2.031738
31,14,1.2,8,0,1496,1496,328,155.9958508497745,2.5763516
31,14,1.2,8,0,1497,1497,558,130.19606027824702,0.5193748
31,14,1.2,8,0,1487,1487,522,134.88278036417435,0.5880593
31,14,1.2,8,0,1495,1495,525,127.12547302711296,0.4770649
31,14,1.2,8,0,1519,1519,827,159.94182142919036,0.15652935
31,14,1.2,8,0,1518,1518,874,138.9929436477602,0.14956988
31,14,1.2,8,0,1533,1533,949,144.76685142375527,0.1207853
31,14,1.2,8,0,1524,1524,1103,147.10563872984542,0.080110386
31,14,1.2,8,0,1545,1545,1003,159.98411822652193,0.084808104
31,14,1.2,8,0,1506,1506,1220,146.62396006317306,0.055168442
31,14,1.2,8,0,1503,1503,1216,147.49804456444627,0.058107443
31,14,1.2,8,0,1502,1502,1073,146.29795303606542,0.07767192
31,14,1.2,8,0,1530,1530,1072,157.99537211330892,0.07888554
31,14,1.2,8,0,1526,1526,1103,146.54323972525452,0.06705628
31,14,1.2,8,0,1534,1534,1146,145.83705779772447,0.065040566
31,14,1.2,8,0,1506,1506,1035,145.38626279190981,0.08447037
31,14,1.2,8,0,1513,1513,1090,157.4045848397229,0.07593498
31,14,1.2,8,0,1515,1515,1199,146.86777058554753,0.055262957
31,14,1.2,8,0,1523,1523,1233,147.30483650919757,0.055545747
31,14,1.2,8,0,1525,1525,1114,147.3234161668511,0.07245231
31,14,1.2,8,0,1518,1518,1078,157.16092661811348,0.0738404
31,14,1.2,8,0,1518,1518,1186,146.65035447601022,0.058056176
31,14,1.2,8,0,1511,1511,1212,147.03480979460727,0.05461673
31,14,1.2,8,0,1518,1518,1120,146.65336416297507,0.06695723
31,14,1.2,8,0,1509,1509,1094,156.18971619075944,0.07110152
31,14,1.2,8,0,1521,1521,1210,146.62011385207504,0.05779908
31,14,1.2,8,0,1526,1526,1236,147.91964662537865,0.056523398
31,14,1.2,8,0,1517,1517,1143,146.75514652720938,0.06762019
31,14,1.2,8,0,1517,1517,1098,156.73987596629468,0.071606174
31,14,1.2,8,0,1508,1508,1233,147.1157946662424,0.057758432
31,14,1.2,8,0,1540,1540,1236,148.1242115332622,0.05825457
31,14,1.2,8,0,1537,1537,1111,147.1192742131514,0.07075285
31,14,1.2,8,0,1529,1529,1136,155.92601318820198,0.07094594
31,14,1.2,8,0,1529,1529,1229,146.62191590767176,0.054240607
31,14,1.2,8,0,1541,1541,1257,147.7127611366156,0.056516275
31,14,1.2,8,0,1531,1531,1134,147.1059243604256,0.06799623
31,14,1.2,8,0,1517,1517,1111,154.86138858493393,0.0705858
31,14,1.2,8,0,1512,1512,1198,147.39961209430234,0.058941722
31,14,1.2,8,0,1528,1528,1224,147.49422653617287,0.058205023
31,14,1.2,8,0,1529,1529,1166,147.37440603896917,0.074134134
31,14,1.2,8,0,1514,1514,1173,153.56747958504346,0.07245582
31,14,1.2,8,0,1537,1537,1167,145.28432065348412,0.08416219
31,14,1.2,8,0,1549,1549,1133,145.6882732025136,0.08541417
31,14,1.2,8,0,1545,1545,866,143.15667261825115,0.2393369
31,14,1.2,8,0,1530,1530,889,144.0385746908446,0.18730198
31,14,1.2,8,0,1531,1531,622,126.53627321255014,0.45092365
31,14,1.2,8,0,1528,1528,814,130.70540835874377,0.3407161
31,14,1.2,8,0,1529,1529,583,124.92279272314741,0.7167693
31,14,1.2,8,0,1539,1539,527,142.55061378749627,0.8650793
31,14,1.2,8,0,1533,1533,514,122.78750694478066,1.1668136
31,14,1.2,8,0,1525,1525,346,131.36484164655394,2.9470792
31,14,1.2,8,0,1500,1500,263,119.23976198613889,3.4967928
31,14,1.2,8,0,1504,1504,310,136.1241209131574,3.0428746
31,14,1.2,8,0,1506,1506,279,120.52723923383674,3.4921153
31,14,1.2,8,0,1461,1461,399,130.19184279168923,2.0909548
31,14,1.2,8,0,1456,1456,295,121.74808497437947,3.3364048
31,14,1.2,8,0,1445,1445,303,141.11629669980795,3.3004649
31,14,1.2,8,0,1408,1408,137,124.76576373789818,5.962723
31,14,1.2,8,0,1415,1415,177,132.16612747714333,4.777479
31,14,1.2,8,0,1392,1392,194,121.3906596061772,5.0583253
31,14,1.2,8,0,1390,1390,275,142.79720298380747,3.4544826
31,14,1.2,8,0,1393,1393,165,127.1820723563838,6.39299
31,14,1.2,8,0,1440,1440,307,136.41185258606214,3.225453
31,14,1.2,8,0,1419,1419,197,121.98234512525005,5.346971
31,14,1.2,8,0,1445,1445,154,138.6121229629627,7.0538416
31,14,1.2,8,0,1431,1431,124,131.84058226366503,5.2627325
31,14,1.2,8,0,1407,1407,115,131.66288896166074,7.3312335
31,14,1.2,8,0,1400,1400,223,166.44185042989443,4.726271
31,14,1.2,8,0,1337,1337,221,122.80692842849963,4.80804
31,14,1.2,8,0,1420,1420,133,137.59913194277783,6.1741877
31,14,1.2,8,0,1409,1409,208,128.8401467876659,5.3994265
31,14,1.2,8,0,1443,1443,135,147.7878247916806,7.437535
31,14,1.2,8,0,1393,1393,166,135.03035138766083,6.66183
31,14,1.2,8,0,1395,1395,229,151.4155569603229,4.4251523
31,14,1.2,8,0,1421,1421,120,137.08032547367526,6.698206
31,14,1.2,8,0,1442,1442,116,149.99688586718494,6.524728
31,14,1.2,8,0,1386,1386,250,127.69026731201117,4.1766863
31,14,1.2,8,0,1366,1366,191,138.93288508483576,4.98647
31,14,1.2,8,0,1326,1326,124,126.03057939212766,6.254977
31,14,1.2,8,0,1316,1316,175,145.07849598701836,5.147992
31,14,1.2,8,0,1265,1265,129,127.6659332039907,6.6960454
31,14,1.2,8,0,1277,1277,212,140.7247208928083,4.1399784
31,14,1.2,8,0,1228,1228,136,128.99156804059908,6.2224455
31,14,1.2,8,0,1311,1311,173,156.70213244505337,4.2568035
31,14,1.2,8,0,1251,1251,148,132.8840332448366,6.2005615
31,14,1.2,8,0,1190,1190,155,134.64363974340475,5.5241294
31,14,1.2,8,0,1164,1164,194,128.1690191009608,3.736117
31,14,1.2,8,0,1139,1139,138,139.93326945991757,4.1172113
31,14,1.2,8,0,1109,1109,122,119.46542201064383,6.2787266
31,14,1.2,8,0,1139,1139,206,127.6334913139694,3.7624955
31,14,1.2,8,0,1153,1153,155,119.84514638306608,4.3259773
31,14,1.2,8,0,1181,1181,95,135.22011137910147,4.4313993
31,14,1.2,8,0,1224,1224,131,138.09191434213975,5.239993
31,14,1.2,8,0,1208,1208,154,150.24815637331173,5.7287173
31,14,1.2,8,0,1221,1221,154,134.87721942429405,5.82193
31,14,1.2,8,0,1214,1214,129,148.53005396834334,5.967733
31,14,1.2,8,0,1142,1142,167,125.30027560517726,4.2715893
31,14,1.2,8,0,1144,1144,120,133.98633313170868,5.8432536
31,14,1.2,8,0,1122,1122,196,124.26253025589297,4.2728
31,14,1.2,8,0,1190,1190,200,140.7671343212462,4.0926538
31,14,1.2,8,0,1162,1162,163,118.98101814829444,4.975018
31,14,1.2,8,0,1129,1129,160,132.790887127419,5.783548
31,14,1.2,8,0,1178,1178,143,128.19218308372592,6.388198
31,14,1.2,8,0,1266,1266,192,149.71347365420635,4.277694
31,14,1.2,8,0,1276,1276,236,129.64901526005758,4.137499
31,14,1.2,8,0,1275,1275,226,141.62119645019683,3.8774035
31,14,1.2,8,0,1257,1257,188,130.1033908570602,5.319798
31,14,1.2,8,0,1232,1232,249,148.4346501992981,3.5162861
31,14,1.2,8,0,1252,1252,184,133.05489614147794,5.360748
31,14,1.2,8,0,1245,1245,128,138.99549363057844,3.6340308
31,14,1.2,8,0,1209,1209,150,131.18685489449192,5.7333097
31,14,1.2,8,0,1282,1282,162,145.8316164177068,5.830696
31,14,1.2,8,0,1214,1214,135,128.80423355916642,5.854785
31,14,1.2,8,0,1266,1266,170,139.65266976101915,5.1422267
31,14,1.2,8,0,1388,1388,328,131.30173899237295,3.4434414
31,14,1.2,8,0,1362,1362,240,145.80978687321573,3.971702
31,14,1.2,8,0,1384,1384,200,126.8815290292225,5.945589
31,14,1.2,8,0,1365,1365,285,137.19214868364773,3.8868313
31,14,1.2,8,0,1362,1362,241,127.18807280635383,3.7438872
31,14,1.2,8,0,1355,1355,163,143.46812855761394,5.60113
31,14,1.2,8,0,1344,1344,269,133.35080727321582,3.6869323
31,14,1.2,8,0,1443,1443,206,143.19518002524933,5.678472
31,14,1.2,8,0,1482,1482,252,136.11894236631346,4.5845857
31,14,1.2,8,0,1437,1437,252,152.72636753927156,4.680564
31,14,1.2,8,0,1445,1445,267,127.80792750682528,4.3251834
31,14,1.2,8,0,1434,1434,203,142.47541895797693,6.8287787
31,14,1.2,8,0,1460,1460,303,140.8645985145416,4.5539746
31,14,1.2,8,0,1499,1499,278,158.10427041418038,4.497096
31,14,1.2,8,0,1504,1504,288,143.55612792684306,5.1707892
31,14,1.2,8,0,1546,1546,360,156.12449736756042,4.673196
31,14,1.2,8,0,1554,1554,310,142.74035143075648,4.5054545
31,14,1.2,8,0,1600,1600,229,169.3784172135083,5.4300675
31,14,1.2,8,0,1600,1600,384,159.4470032519383,4.5277233
31,14,1.2,8,0,1618,1618,407,174.20145088720267,4.6306024
31,14,1.2,8,0,1619,1619,409,157.6031337067992,4.7717447
31,14,1.2,8,0,1635,1635,295,185.0948989670383,6.634752
31,14,1.2,8,0,1651,1651,332,165.54372069157608,6.5039315
31,14,1.2,8,0,1686,1686,403,188.20144084321043,5.342874
31,14,1.2,8,0,1706,1706,268,174.50087896422966,5.060884
31,14,1.2,8,0,1731,1731,472,210.3562867232442,4.579272
31,14,1.2,8,0,1730,1730,573,182.7562604881058,4.270863
31,14,1.2,8,0,1726,1726,472,196.93569770541131,4.600287
31,14,1.2,8,0,1758,1758,489,185.92951288377546,4.7695227
31,14,1.2,8,0,1767,1767,445,219.46725015790858,5.225384
31,14,1.2,8,0,1768,1768,339,197.89200128494738,6.0614347
31,14,1.2,8,0,1818,1818,379,223.5651733700302,6.3134894
31,14,1.2,8,0,1836,1836,390,215.77437799320558,6.014751
31,14,1.2,8,0,1842,1842,481,254.24830774412558,4.2467213
31,14,1.2,8,0,1832,1832,524,223.34537554773587,4.8975105
31,14,1.2,8,0,1868,1868,486,246.06082580840012,5.663206
31,14,1.2,8,0,1883,1883,519,237.36941326596215,4.4883585
31,14,1.2,8,0,1893,1893,459,272.15738641623005,6.2474422
31,14,1.2,8,0,1908,1908,583,248.84945857450572,4.532773
31,14,1.2,8,0,1920,1920,645,269.836056275722,4.5429006
31,14,1.2,8,0,1921,1921,445,249.13966268918003,6.9283514
31,14,1.2,8,0,1958,1958,458,284.70141526954643,8.374142
31,14,1.2,8,0,1946,1946,517,243.49919616044366,7.4985275
31,14,1.2,8,0,1964,1964,618,282.37586670736056,5.3996863
31,14,1.2,8,0,1967,1967,581,259.828633678978,5.658624
31,14,1.2,8,0,1977,1977,594,298.821942646883,5.0896716
31,14,1.2,8,0,1974,1974,607,274.95546382142976,5.326721
31,14,1.2,8,0,1977,1977,571,295.85373526906966,6.1627035
31,14,1.2,8,0,1993,1993,459,287.7526272737383,8.088887
31,14,1.2,8,0,1998,1998,515,346.40959017758814,6.9875402
31,14,1.2,8,0,2000,2000,736,307.34542789542763,2.5764058
31,14,1.2,8,0,2000,2000,688,322.0090463077436,4.2414026
31,14,1.2,8,0,2000,2000,807,309.584158713779,1.7592912
31,14,1.2,8,0,2000,2000,677,353.8236409238899,4.134192
31,14,1.2,8,0,2000,2000,782,299.0779540117768,2.642082
31,14,1.2,8,0,2000,2000,669,316.8001694182942,4.409652
31,14,1.2,8,0,2000,2000,697,296.1872593661573,3.622418
31,14,1.2,8,0,2000,2000,756,343.88477156153454,2.7369826
31,14,1.2,8,0,2000,2000,596,308.63310931433455,5.713305
31,14,1.2,8,0,2000,2000,659,313.3678436058287,4.2491107
31,14,1.2,8,0,2000,2000,741,308.3180051168426,2.4464266
31,14,1.2,8,0,2000,2000,710,351.14672682567056,2.374037
31,14,1.2,8,0,2000,2000,751,306.4425971267096,2.3171866
31,14,1.2,8,0,2000,2000,605,328.8899954316978,4.147394
31,14,1.2,8,0,2000,2000,602,308.6113576998457,5.267655
31,14,1.2,8,0,2000,2000,705,358.4364068747488,2.4402494
31,14,1.2,8,0,2000,2000,742,310.44222496362136,2.9974098
31,14,1.2,8,0,2000,2000,738,324.2611567219852,3.2044601
31,14,1.2,8,0,2000,2000,684,307.51117207423766,3.9465072
31,14,1.2,8,0,2000,2000,664,358.0658765036213,4.318242
31,14,1.2,8,0,2000,2000,788,311.79357723321766,2.0681138
31,14,1.2,8,0,2000,2000,726,328.7003132222402,2.9317844
31,14,1.2,8,0,2000,2000,754,316.30289304788283,2.7987466
31,14,1.2,8,0,2000,2000,735,361.2653792414095,2.4861848
31,14,1.2,8,0,2000,2000,668,309.93650967276335,3.9129179
31,14,1.2,8,0,2000,2000,812,326.80971548692366,2.3425374
31,14,1.2,8,0,2000,2000,687,314.0724926839463,3.1778228
31,14,1.2,8,0,2000,2000,630,361.8803497188614,4.560463
31,14,1.2,8,0,2000,2000,750,309.52436297528806,2.7526069
31,14,1.2,8,0,2000,2000,674,324.624201933092,3.9312341
31,14,1.2,8,0,2000,2000,740,314.7488877783665,2.4745445
31,14,1.2,8,0,2000,2000,657,366.4257138923477,4.93508
31,14,1.2,8,0,2000,2000,760,308.5397761978428,3.894013
31,14,1.2,8,0,2000,2000,703,319.4721399062047,4.88506
31,14,1.2,8,0,2000,2000,710,301.91860979966117,3.708144
31,14,1.2,8,0,2000,2000,735,359.8318175227759,2.9393833
31,14,1.2,8,0,2000,2000,695,311.24068262607574,4.2808843
31,14,1.2,8,0,2000,2000,743,325.469275838034,2.610623
31,14,1.2,8,0,2000,2000,697,305.3158957026772,3.2703464
31,14,1.2,8,0,2000,2000,732,362.8003849711804,2.6177878
31,14,1.2,8,0,2000,2000,595,315.79105760449875,7.1040907
31,14,1.2,8,0,2000,2000,686,328.47548122646856,4.4231195
31,14,1.2,8,0,2000,2000,796,316.0918221093323,2.2596583
31,14,1.2,8,0,2000,2000,641,366.5130795785489,5.063783
31,14,1.2,8,0,2000,2000,685,302.2717549721559,4.6747856
31,14,1.2,8,0,2000,2000,737,324.0773808019498,3.028705
31,14,1.2,8,0,2000,2000,670,305.60538167932907,4.4561944
31,14,1.2,8,0,2000,2000,732,366.5251815705567,2.931532
31,14,1.2,8,0,2000,2000,768,326.76440847109006,2.824298
31,14,1.2,8,0,2000,2000,670,310.3247805772414,4.1152883
31,14,1.2,8,0,2000,2000,603,363.7053887553375,4.734682
31,14,1.2,8,0,2000,2000,766,307.63959202885496,2.646519
31,14,1.2,8,0,2000,2000,748,326.66651557008737,2.8512352
31,14,1.2,8,0,2000,2000,567,304.8783559973459,6.3747516
31,14,1.2,8,0,2000,2000,588,368.3648676700862,4.527527
31,14,1.2,8,0,2000,2000,689,292.99286258559704,3.3005376
31,14,1.2,8,0,2000,2000,698,319.95274926484416,3.1954968
31,14,1.2,8,0,2000,2000,678,300.14380688260036,2.4913619
31,14,1.2,8,0,2000,2000,612,349.0870875167359,4.491235
31,14,1.2,8,0,2000,2000,539,277.11147210682884,5.446658
31,14,1.2,8,0,2000,2000,701,294.0285585230909,2.595325
31,14,1.2,8,0,2000,2000,650,264.43290460137274,3.142405
31,14,1.2,8,0,2000,2000,641,313.46369721238483,2.9865808
31,14,1.2,8,0,2000,2000,345,271.9251753308637,9.778011
31,14,1.2,8,0,2000,2000,469,300.71183985537255,6.786263
31,14,1.2,8,0,2000,2000,649,240.5638767875385,3.1596205
31,14,1.2,8,0,2000,2000,653,250.71706969710922,2.4970543
31,14,1.2,8,0,2000,2000,565,220.03593381871497,4.2902503
31,14,1.2,8,0,2000,2000,539,250.60971076580253,4.1942058
31,14,1.2,8,0,2000,2000,486,230.36449831270252,5.939342
31,14,1.2,8,0,1999,1999,666,216.13596628661375,2.764156
31,14,1.2,8,0,1987,1987,660,168.9743466412888,2.7366307
31,14,1.2,8,0,1968,1968,559,193.13872895024758,3.1136296
31,14,1.2,8,0,1952,1952,499,179.4231034255366,5.355071
31,14,1.2,8,0,1913,1913,457,174.44265524457515,5.2213793
31,14,1.2,8,0,1797,1797,518,147.39456985585517,2.885032
31,14,1.2,8,0,1661,1661,421,98.34714740528761,2.785771
31,14,1.2,8,0,1545,1545,422,100.33279106625145,2.451626
31,14,1.2,8,0,1530,1530,380,93.0007634789786,1.1761975
31,14,1.2,8,0,1396,1396,378,98.99330679155528,0.93954676
31,14,1.2,8,0,1293,1293,450,77.13207636677869,0.40792906
31,14,1.2,8,0,1304,1304,723,82.73432703337397,0.19874704
31,14,1.2,8,0,1284,1284,546,78.59847138884403,0.32869533
31,14,1.2,8,0,1292,1292,649,95.60791027948959,0.1940518
31,14,1.2,8,0,1249,1249,731,78.30999871323621,0.1285084
31,14,1.2,8,0,1275,1275,833,80.42339475057355,0.1070511
31,14,1.2,8,0,1274,1274,888,83.2673505115697,0.09026147
31,14,1.2,8,0,1271,1271,920,91.45626727547872,0.090694316
31,14,1.2,8,0,1257,1257,902,82.81394448157783,0.08277785
31,14,1.2,8,0,1270,1270,527,82.68697356371855,0.17571086
31,14,1.2,8,0,1186,1186,626,77.5584314737074,0.14835113
31,14,1.2,8,0,1221,1221,789,90.19196815994418,0.12766859
31,14,1.2,8,0,1188,1188,803,81.60008220431565,0.10279539
31,14,1.2,8,0,1192,1192,767,83.6375879869354,0.09345536
31,14,1.2,8,0,1174,1174,673,80.45539627777464,0.11934891
31,14,1.2,8,0,1175,1175,808,88.3688299263544,0.1081391
31,14,1.2,8,0,1149,1149,626,80.63176766660935,0.14640515
31,14,1.2,8,0,1143,1143,631,78.50659670714418,0.19920343
31,14,1.2,8,0,1172,1172,750,78.84022756113711,0.109756604
31,14,1.2,8,0,1185,1185,704,87.15778556502137,0.14428571
31,14,1.2,8,0,1138,1138,725,77.77398337290393,0.12794109
31,14,1.2,8,0,1132,1132,840,80.47277884340708,0.0907496
