patchsize,fasttresh,scalefactor,n_levels,track_error,total_matches,good_matches,blur,flow
48,5,1.1,4,0,2000,1339,567.5024570381314,0.15670727
48,5,1.1,4,0,2000,1411,568.8974174615329,0.10106093
48,5,1.1,4,0,2000,1461,568.2040214149372,0.06355617
48,5,1.1,4,0,2000,1527,567.034951181699,0.04164957
48,5,1.1,4,0,2000,1472,567.3177022657062,0.04475504
48,5,1.1,4,0,2000,1482,568.4010094166662,0.07608545
48,5,1.1,4,0,2000,1490,567.4999443033399,0.06567755
48,5,1.1,4,0,2000,1469,568.1821333160254,0.04930743
48,5,1.1,4,0,2000,1500,567.1363740898975,0.06711635
48,5,1.1,4,0,2000,1510,568.1891165280095,0.038770672
48,5,1.1,4,0,2000,1493,566.9134744773088,0.0399562
48,5,1.1,4,0,2000,1419,566.5476800101396,0.10937813
48,5,1.1,4,0,2000,1512,568.4643533804502,0.043828525
48,5,1.1,4,0,2000,1526,567.4021653250599,0.043757387
48,5,1.1,4,0,2000,1529,568.3020361386993,0.042272642
48,5,1.1,4,0,2000,1425,568.2364993663515,0.11009448
48,5,1.1,4,0,2000,1476,567.6532217066225,0.07695761
48,5,1.1,4,0,2000,1504,567.091432508257,0.036522936
48,5,1.1,4,0,2000,1536,567.9901666267365,0.05381134
48,5,1.1,4,0,2000,1524,566.0043350630267,0.035165545
48,5,1.1,4,0,2000,1456,567.731706035056,0.09322255
48,5,1.1,4,0,2000,1403,566.6688947950556,0.13137029
48,5,1.1,4,0,2000,1477,566.744470265929,0.09906946
48,5,1.1,4,0,2000,1541,566.3399284706944,0.034250166
48,5,1.1,4,0,2000,1498,566.9658682096707,0.076994404
48,5,1.1,4,0,2000,1392,566.9923639892897,0.13073553
48,5,1.1,4,0,2000,1386,567.7730394839084,0.1482865
48,5,1.1,4,0,2000,1516,565.5910702517795,0.08494566
48,5,1.1,4,0,2000,1556,566.6149344775041,0.04674741
48,5,1.1,4,0,2000,1431,567.6165905570073,0.12806933
48,5,1.1,4,0,2000,1383,566.725284404602,0.1535995
48,5,1.1,4,0,2000,1381,567.2558230886618,0.14371182
48,5,1.1,4,0,2000,1441,566.0583134493298,0.110618524
48,5,1.1,4,0,2000,1511,567.3979210280661,0.07120597
48,5,1.1,4,0,2000,1507,566.8414825682293,0.044174723
48,5,1.1,4,0,2000,1516,565.9525613519137,0.037465908
48,5,1.1,4,0,2000,1533,567.5727153557995,0.03405637
48,5,1.1,4,0,2000,1539,567.1520738367577,0.042407546
48,5,1.1,4,0,2000,1545,567.0914188677929,0.07144461
48,5,1.1,4,0,2000,1517,566.5137864704094,0.09858601
48,5,1.1,4,0,2000,1385,566.3297027813229,0.15599331
48,5,1.1,4,0,2000,1254,566.3865468353845,0.23466945
48,5,1.1,4,0,2000,1224,565.6620965471408,0.24894671
48,5,1.1,4,0,2000,1369,566.3727530097337,0.17856555
48,5,1.1,4,0,2000,1526,567.420535140622,0.050879005
48,5,1.1,4,0,2000,1451,567.0736274955168,0.11694108
48,5,1.1,4,0,2000,1257,566.0052109378729,0.22902802
48,5,1.1,4,0,2000,1155,566.3040878554241,0.2915673
48,5,1.1,4,0,2000,1168,566.9317846100603,0.27019534
48,5,1.1,4,0,2000,1391,566.6928875779317,0.1369383
48,5,1.1,4,0,2000,1523,567.7401311981093,0.08757188
48,5,1.1,4,0,2000,1226,565.4228943930252,0.2501191
48,5,1.1,4,0,2000,1147,565.5981751182414,0.29288402
48,5,1.1,4,0,2000,1261,566.2888187004852,0.2090026
48,5,1.1,4,0,2000,1581,567.213752656546,0.049997598
48,5,1.1,4,0,2000,1458,566.9160130874329,0.13078986
48,5,1.1,4,0,2000,1293,567.0532104363169,0.210796
48,5,1.1,4,0,2000,1272,567.050158884695,0.21266486
48,5,1.1,4,0,2000,1415,565.5701653714648,0.14257562
48,5,1.1,4,0,2000,1540,566.4148352684357,0.044233546
48,5,1.1,4,0,2000,1458,565.5191958288829,0.11343924
